contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),U-Buntu Connected Front,Partij van de Eenheid,Vrij en Sociaal Nederland,De Groenen,Partij voor de Republiek,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Amstel Boathouse,0363::SB278,1079LK,1261,422,1,0,0,1,2,401,21,0,0,1,0,0,424,65,8,9,160,43,12,13,4,32,0,0,2,11,9,4,2,45,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Stadsloket Zuid,0363::SB279,1079 MZ,1267,1103,3,8,1,0,9,1017,87,0,1,0,0,0,1113,176,38,22,317,92,51,51,7,83,3,2,53,49,55,15,2,70,4,6,1,1,4,0,0,0,0,0,0,1,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Pestana Amsterdam Riverside,0363::SB280,1074 HZ,1239,682,3,1,1,0,2,631,54,0,0,1,0,0,687,89,12,19,219,67,27,45,5,46,1,0,20,25,21,5,0,55,16,2,0,1,1,0,1,0,0,2,0,1,0,2,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Tent Valeriusplein,0363::SB281,1075 BG,1221,1345,2,2,15,0,5,1251,108,0,0,15,0,0,1364,331,27,41,406,81,40,59,7,86,4,5,12,43,28,20,3,132,6,4,2,0,3,1,1,0,0,1,0,0,0,1,1,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Thomaskerk,0363::SB282,1077 WX,1209,432,0,0,0,0,4,394,34,0,0,0,0,0,432,124,5,21,121,33,4,30,6,22,0,1,2,13,9,7,0,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Thomaskerk,0363::SB286,1077 WX,1210,338,0,1,0,1,1,310,29,0,0,1,0,0,340,98,8,19,85,26,5,26,5,15,1,1,0,3,1,11,0,31,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau NH Amsterdam Zuid,0363::SB289,1082 GG,1249,506,0,1,0,0,1,462,44,0,0,0,0,0,507,133,31,23,99,39,11,26,7,33,2,0,6,22,8,11,1,45,0,0,3,4,0,0,1,1,0,0,0,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Tent Europaboulevard,0363::SB290,1083 BB,1294,508,4,1,0,1,1,477,36,0,0,1,0,0,514,120,58,32,96,25,31,27,8,24,1,3,6,26,10,13,3,16,0,3,0,1,2,0,1,0,0,1,1,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau The College Hotel,0363::SB291,1071 VE,1216,1009,0,0,1,0,3,944,64,1,0,2,0,0,1011,175,31,22,356,89,25,53,5,70,1,2,0,28,38,6,1,94,0,3,0,1,4,2,1,0,0,0,0,0,0,2,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Andrieskerk,0363::SB292,1081 HL,1205,931,4,3,0,0,7,856,76,1,0,1,0,0,939,199,71,48,228,64,40,59,21,65,2,2,12,26,28,8,3,43,3,0,1,1,2,1,0,0,1,0,2,0,0,1,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau De Mirandabad,0363::SB293,1079 PA,1233,978,9,2,0,0,2,906,81,0,0,0,0,0,989,157,46,31,266,107,39,76,7,77,2,0,15,40,28,4,1,67,5,5,1,1,1,0,1,0,0,0,0,1,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Amstel Boathouse,0363::SB294,1079LK,1260,403,0,0,0,5,2,385,22,1,0,6,0,0,409,71,4,11,141,34,9,16,1,36,1,1,1,5,13,10,0,43,1,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gymzaal bij school De Ark,0363::SB295,1082 EK,1179,622,1,2,0,0,3,573,49,0,0,0,0,0,625,99,47,38,148,48,27,39,14,44,2,2,20,25,12,13,1,27,3,4,1,1,2,0,2,1,0,0,0,2,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gymzaal bij school De Ark,0363::SB296,1082 EK,1179,556,1,2,0,0,4,506,49,0,0,0,0,0,559,107,46,21,106,48,29,34,13,45,2,2,8,22,11,13,2,29,3,5,1,0,4,0,1,0,1,0,1,0,0,0,0,2,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Menno Simonszhuis/Dynamo,0363::SB297,1081 AS,1213,385,0,1,0,0,3,351,28,0,4,0,0,0,382,102,33,12,91,26,12,22,10,21,3,0,3,16,2,8,0,15,0,4,0,1,0,0,0,2,1,0,1,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Marius ten Catehof,0363::SB298,1081 ES,1231,437,1,2,4,0,2,407,27,0,4,0,0,0,436,102,26,12,102,30,18,22,4,25,4,1,5,35,10,7,2,23,3,2,0,2,0,0,0,1,0,0,0,0,0,0,0,1,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau WTC Toren A t/m G,0363::SB300,1077 XW,0,521,0,1,0,0,6,494,22,0,0,0,0,0,522,117,6,15,189,47,6,17,2,25,0,0,11,14,17,4,1,43,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Sporthallen Zuid,0363::SB301,1076 EP,560,296,0,0,0,1,2,269,26,0,0,1,0,0,297,51,10,11,96,27,9,12,1,19,3,0,13,7,4,6,0,22,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Tent IJselplein,0363::SB302,1072 VW,1225,775,2,1,0,1,2,718,59,0,0,1,0,0,779,107,33,20,223,88,32,34,6,68,2,1,22,25,33,13,0,50,8,2,1,1,5,0,1,0,0,0,0,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Tent IJselplein,0363::SB303,1072 VW,1196,1127,1,7,0,0,2,1064,71,1,0,2,0,0,1137,180,35,19,341,100,72,61,3,78,2,0,29,44,47,9,1,88,1,6,1,1,5,0,0,0,1,0,1,1,1,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Amsteltrouw,0363::SB304,1083 HZ,1284,611,0,4,0,0,1,561,53,0,0,0,0,0,615,128,27,23,155,50,22,40,4,40,1,2,14,27,19,12,0,33,0,2,2,2,4,2,0,1,0,0,0,0,0,0,1,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Multifunctioneel Centrum Binnenhof,0363::SB305,1082 LP,1216,732,3,8,0,2,2,694,49,0,0,2,0,0,745,150,63,24,154,41,40,45,18,38,11,0,12,40,19,16,2,41,3,2,2,1,7,0,0,0,1,1,0,0,0,0,0,1,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Multifunctioneel Centrum Binnenhof,0363::SB306,1082 LP,1215,769,0,3,0,0,3,715,55,1,0,1,0,0,773,181,53,45,167,56,38,46,14,41,4,2,13,31,31,8,2,30,2,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau NU.VU,0363::SB307,1081 HV,0,416,0,1,0,0,2,384,31,0,0,0,0,0,417,51,4,14,128,43,12,22,5,28,0,1,17,18,19,1,1,39,7,2,0,0,0,0,2,1,0,0,0,1,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau NH Amsterdam Zuid,0363::SB308,1082 GG,1248,590,1,1,0,0,3,538,51,0,0,0,0,0,592,163,39,26,125,36,19,30,8,32,2,6,5,34,13,9,1,25,2,4,0,3,3,2,0,1,0,1,0,1,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Hilton Amsterdam,0363::SB309,1077BG,1239,903,1,5,0,8,3,849,65,0,0,8,0,0,917,295,21,41,261,52,18,39,0,50,0,0,6,28,9,15,2,59,0,2,2,0,0,0,1,0,0,0,0,0,0,0,2,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Hilton Amsterdam,0363::SB310,1077BG,1239,893,2,5,2,1,3,837,63,0,0,3,0,0,903,313,30,35,239,36,19,27,5,54,3,1,5,26,5,18,0,71,1,0,1,0,1,0,0,0,0,0,2,0,0,1,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gymzaal Kinderopvang Parvaneh,0363::SB311,1055 PE,1479,638,3,6,0,0,0,583,64,0,0,0,0,0,647,36,27,6,154,81,32,26,10,54,2,0,116,14,35,4,2,18,16,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Tijl Uilenspiegelschool,0363::SB315,1055 CK,1165,678,0,3,0,0,2,601,78,0,0,0,0,0,681,60,19,12,151,90,23,45,5,47,1,2,110,11,32,2,0,38,23,3,0,0,1,0,0,0,0,0,1,0,0,1,0,1,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Tijl Uilenspiegelschool,0363::SB316,1055 CK,1165,717,1,3,0,0,1,642,78,0,0,0,0,0,721,61,25,10,133,97,26,34,5,55,2,0,133,6,43,2,2,57,14,3,2,1,3,0,0,0,0,0,0,1,2,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Wachterliedpaviljoen,0363::SB319,1055 SB,1260,1164,4,6,0,1,8,1098,69,0,0,1,0,0,1175,89,29,20,330,175,26,58,11,107,9,0,93,26,73,15,1,80,9,8,1,1,1,0,1,0,0,0,0,0,0,1,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Theater De Krakeling,0363::SB324,1014DB,1426,1168,2,1,0,0,5,1096,70,0,0,0,0,0,1171,88,17,12,345,213,38,65,2,102,1,1,8,33,96,6,0,128,3,4,1,2,1,0,1,0,0,0,0,0,0,1,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Centrum voor Ouderen De Boeg,0363::SB325,1055 SC,1481,1280,4,3,0,1,4,1165,117,0,1,0,0,0,1286,139,36,19,312,162,45,76,11,87,3,5,125,33,78,13,2,83,26,10,6,1,4,2,0,0,1,0,0,0,0,1,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Basisschool Catamaran Landlust,0363::SB330,1055 KK,1472,820,5,9,0,0,5,746,80,0,3,0,3,0,831,56,15,14,173,114,37,30,2,54,2,1,157,22,59,1,0,48,25,6,2,0,1,0,0,0,0,0,1,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau 't Landhuis,0363::SB331,1055 VC,1201,561,4,0,0,0,0,504,61,0,0,0,0,0,565,56,21,9,145,71,17,28,3,43,2,0,47,18,37,3,1,34,19,3,1,1,1,0,0,0,0,0,0,0,0,0,1,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau 't Landhuis,0363::SB332,1055VC,1200,871,4,5,0,5,1,817,67,0,0,5,0,0,885,88,31,14,227,99,30,53,3,79,4,2,113,12,36,8,0,61,6,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau A.K.C. Blauw-Wit,0363::SB335,1056 EP,1468,297,0,3,0,0,1,276,23,0,0,0,0,0,300,28,13,7,96,44,9,15,4,20,0,0,7,9,16,3,0,18,4,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau A.K.C. Blauw-Wit,0363::SB336,1056 EP,1468,300,0,3,1,0,4,279,19,0,1,0,0,0,302,30,8,4,82,40,8,16,3,22,2,0,29,5,11,1,0,30,2,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau A.K.C. Blauw-Wit,0363::SB337,1056 EP,1468,281,0,2,0,0,0,265,18,0,0,0,0,0,283,23,4,4,78,47,9,7,2,26,0,0,16,9,16,4,1,27,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau A.K.C. Blauw-Wit,0363::SB338,1056 EP,1469,312,1,1,0,0,0,283,31,0,0,0,0,0,314,26,7,3,106,42,2,15,6,27,1,0,27,11,5,1,0,27,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gymzaal,0363::SB341,1066 ER,1695,632,1,2,0,0,2,551,82,0,0,0,0,0,635,123,46,28,141,44,22,32,5,22,4,0,44,25,16,22,0,32,20,1,0,0,2,1,0,1,0,0,1,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Vrouw en Vaart,0363::SB342,1068 VN,1564,767,1,1,0,0,0,651,118,0,0,0,0,0,769,108,47,22,138,60,35,47,11,37,5,0,125,20,27,17,2,20,30,1,0,2,7,1,1,0,0,1,1,1,1,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Het Talent,0363::SB343,1068 LL,1595,518,2,2,0,0,0,435,87,0,0,0,0,0,522,33,42,13,45,24,34,47,5,18,2,0,195,15,13,9,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau De Ossestal,0363::SB344,1068 BZ,1584,377,3,4,0,0,1,313,70,0,0,0,0,0,384,39,35,8,30,15,14,33,3,10,3,0,130,13,19,5,2,5,6,1,1,0,0,1,0,0,1,0,0,3,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Stadsloket Nieuw-West,0363::SB347,1068 TG,1577,1077,6,14,0,0,4,936,162,0,0,5,0,5,1102,129,79,17,152,89,37,58,19,33,3,1,252,41,61,14,1,26,51,4,0,1,4,0,0,0,0,1,0,2,1,0,0,1,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Calandhal,0363::SB349,1068 RR,1533,579,0,5,0,0,0,496,88,0,0,0,0,0,584,68,40,18,90,40,30,26,9,21,5,1,118,23,19,12,2,16,26,5,0,1,1,1,0,0,1,4,1,0,0,0,1,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gymzaal,0363::SB351,1069AE,1550,518,2,6,0,0,0,421,105,0,0,0,0,0,526,59,35,4,64,16,19,33,5,6,1,0,191,13,20,1,0,11,34,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau De Wachter,0363::SB354,1069 DA,1536,920,4,21,0,0,4,810,131,0,0,0,0,0,945,68,44,22,119,67,26,54,4,16,11,0,355,16,35,10,2,9,47,4,5,1,1,0,0,0,0,0,1,1,1,0,1,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Huis van de Wijk De Aker,0363::SB359,1069 PC,1574,1378,3,7,0,0,4,1157,230,3,0,3,0,0,1391,166,160,30,162,66,92,76,20,53,10,2,313,55,49,33,9,22,43,2,0,2,0,4,0,2,0,0,0,2,4,0,1,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gymzaal,0363::SB361,1069GE,1582,522,2,5,0,0,1,449,79,0,0,0,0,0,529,32,34,10,50,24,28,24,8,34,4,0,157,18,35,5,3,16,31,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gymzaal,0363::SB362,1069GE,1583,624,4,2,0,0,0,544,87,1,0,1,0,0,631,64,50,12,79,42,20,41,9,19,4,0,155,28,34,8,1,12,32,2,2,0,4,3,0,0,1,1,1,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau OBA Osdorp,0363::SB371,1068 EL,1564,1143,7,8,0,0,1,1004,155,0,0,2,0,0,1160,112,54,26,207,106,38,74,31,46,5,0,223,45,80,8,0,37,33,8,2,3,3,0,1,0,0,0,0,0,0,0,1,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Leonardo Hotel Amsterdam Rembrandtpark,0363::SB372,1057PH,1709,934,5,1,0,0,3,871,66,0,0,0,0,0,940,132,19,13,301,87,26,37,6,61,7,0,75,34,27,16,0,74,8,1,2,1,4,1,0,0,1,0,1,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Aristo Meeting Center,0363::SB373,1043EJ,1626,438,4,0,0,0,7,402,33,0,0,0,0,0,442,48,20,10,101,62,17,23,2,39,4,1,15,20,28,5,0,31,6,3,0,0,1,0,0,0,0,0,2,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Basisschool De Wereldburger,0363::SB376,1069 JR,1587,1266,2,10,0,0,3,1075,200,0,0,0,0,0,1278,160,67,32,215,83,46,68,15,46,6,0,328,40,67,8,1,18,57,4,0,1,0,2,0,0,0,0,1,0,0,0,1,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau WestCord Art Hotel,0363::SB390,1013 ZX,1299,340,0,2,0,0,0,316,26,0,0,0,0,0,342,36,17,7,85,41,19,26,3,31,1,0,8,19,15,6,0,20,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau De Spaarndammerhout,0363::SB391,1014 ZG,1441,971,1,3,0,8,2,901,81,1,0,9,0,0,984,144,10,10,331,106,28,73,8,71,2,1,28,17,32,10,2,82,12,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau De Spaarndammerhout,0363::SB392,1014 ZG,1441,1148,2,4,0,0,0,1078,78,2,0,2,0,0,1156,180,25,15,357,122,37,70,4,70,3,2,34,32,53,17,3,106,10,2,1,0,4,0,0,1,0,0,0,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Museum Het Schip,0363::SB393,1013 WG,1437,1203,2,5,0,2,3,1141,68,0,0,2,0,0,1212,81,52,14,265,192,67,85,10,127,7,1,20,37,121,12,1,86,2,8,0,1,3,0,2,0,0,0,1,5,0,1,1,1,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau De Bogt Westerbeer,0363::SB394,1013 VW,1478,1185,6,6,0,0,6,1188,3,0,0,0,0,0,1197,98,115,16,225,129,79,95,15,111,8,1,60,47,83,16,2,56,8,5,0,0,6,1,0,4,1,1,1,0,0,2,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau De Zeeheld,0363::SB396,1013 PV,1308,1048,1,10,0,0,3,977,79,0,0,0,0,0,1059,95,40,16,245,163,42,69,6,98,2,1,39,35,76,7,2,70,16,10,1,1,3,0,0,4,0,0,0,0,2,3,1,1,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau De Koperen Knoop,0363::SB398,1051 BA,1340,1192,0,9,0,1,4,1100,98,0,0,1,0,0,1202,79,66,19,270,139,100,70,9,122,11,3,51,47,85,23,0,65,8,13,0,1,4,0,1,0,0,0,3,2,0,0,1,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau De Koperen Knoop,0363::SB399,1051 BA,1339,917,1,9,0,0,1,855,71,0,0,0,0,0,927,63,56,16,196,103,65,70,9,97,5,2,37,35,72,7,0,50,15,9,0,1,6,1,0,0,0,1,0,1,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Van Hogendorphal,0363::SB401,1051 CE,1196,446,0,0,0,0,0,407,39,0,0,0,0,0,446,40,11,4,119,69,28,37,4,45,0,0,18,8,23,4,0,23,3,2,0,0,1,1,1,0,0,2,1,0,2,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Van Hogendorphal,0363::SB402,1051 CE,1196,432,0,0,0,0,2,386,44,0,0,0,0,0,432,42,19,4,119,58,22,32,2,52,0,0,12,12,10,2,0,20,15,5,0,1,2,0,0,0,0,0,0,0,0,3,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau School De Bron,0363::SB403,1051 XM,1318,1172,1,7,0,2,7,1075,102,2,0,4,0,0,1184,95,39,14,301,182,63,77,1,118,5,1,56,45,75,9,2,61,5,10,1,1,5,0,0,2,0,0,0,1,3,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Van Hogendorphal,0363::SB406,1051 CE,1196,443,0,0,0,0,1,413,29,0,0,0,0,0,443,34,8,10,115,84,17,28,2,42,0,0,14,18,28,5,2,24,8,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Van Hogendorphal,0363::SB407,1051 CE,1198,425,0,0,0,0,1,398,26,0,0,0,0,0,425,35,14,4,103,67,19,28,2,55,0,0,11,20,20,5,3,34,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Marcanti College,0363::SB410,1051 KM,1469,1120,4,1,0,0,2,1033,91,1,0,1,0,0,1126,129,54,21,292,145,59,70,7,94,3,1,66,36,44,9,2,68,8,5,0,2,1,1,0,2,0,0,0,0,1,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Openbare Bibliotheek Amsterdam,0363::SB413,1051 HE,1471,1598,1,4,0,4,5,1486,117,1,0,5,0,0,1608,156,48,35,467,200,80,137,8,148,7,1,46,35,78,17,3,105,8,8,0,1,5,1,0,2,0,0,0,0,1,0,0,1,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau De Gibraltar,0363::SB414,1055PS,1312,554,3,4,0,0,2,514,45,0,0,0,0,0,561,53,13,17,157,82,15,30,9,46,3,0,32,6,29,3,0,54,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Vondelkerk,0363::SB415,1054 GS,1455,835,2,1,0,6,5,783,44,0,6,0,0,0,832,140,8,19,270,97,15,43,7,58,1,2,2,10,33,12,2,103,0,4,0,1,7,0,0,0,0,0,0,1,0,0,0,0,,
Amsterdam,Amsterdam,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Vondelkerk,0363::SB416,1054 GS,1454,989,2,3,0,2,4,936,56,0,0,2,0,0,996,165,15,23,316,120,21,53,10,86,0,1,1,23,53,9,1,79,1,4,1,1,5,0,0,0,0,0,0,0,1,0,0,0,,
