contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,Trots op Nederland (TROTS),U-Buntu Connected Front,Partij van de Eenheid,Vrij en Sociaal Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Haags briefstembureau 17,0518::SB686,2517 JW,0,825,0,12,0,0,,,,,0,0,,,837,188,140,94,83,25,53,77,20,41,31,6,12,5,1,16,18,9,2,0,0,0,1,0,0,1,1,1,0,0,0,0,0
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Haags briefstembureau 18,0518::SB687,2517 JW,0,859,0,3,0,2,,,,,0,2,,,864,244,122,87,83,14,43,101,21,34,28,8,14,6,0,10,24,11,2,0,0,0,0,1,2,4,0,0,0,0,0,0,0
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Haags briefstembureau 19,0518::SB688,2517 JW,0,995,4,3,0,8,,,,,0,13,,,1015,278,115,99,106,34,62,110,40,42,21,4,11,8,5,17,20,15,4,1,1,0,1,0,0,0,0,0,1,0,0,0,5
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Haags briefstembureau 20,0518::SB689,2517 JW,0,742,2,4,0,0,,,,,0,0,,,748,208,94,91,87,17,33,70,20,38,15,3,6,8,0,10,14,16,2,1,1,1,1,1,2,2,0,1,0,0,0,0,0
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Haags briefstembureau 21,0518::SB690,2517 JW,0,432,1,0,0,0,,,,,0,0,,,433,92,50,53,42,12,24,49,18,24,9,3,16,7,1,4,18,3,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Haags briefstembureau 22,0518::SB691,2517 JW,0,452,0,1,0,0,,,,,0,0,,,453,108,65,49,41,11,22,49,8,21,11,2,19,4,3,14,11,11,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Haags briefstembureau 23,0518::SB692,2517 JW,0,429,1,6,0,0,,,,,0,0,,,436,104,61,30,50,9,24,43,19,21,9,4,18,8,2,7,11,6,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Haags briefstembureau 24,0518::SB693,2517 JW,0,427,0,3,0,0,,,,,0,0,,,430,107,59,50,47,9,18,27,19,24,13,1,13,7,3,8,10,6,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Haags briefstembureau 25,0518::SB694,2517 JW,0,432,3,2,0,0,,,,,0,0,,,437,112,56,43,40,13,22,38,7,24,10,3,18,5,2,13,10,6,6,1,1,1,0,0,0,0,0,0,0,0,1,0,0
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Haags briefstembureau 26,0518::SB695,2517 JW,0,62,0,0,0,0,,,,,0,0,,,62,17,5,3,11,1,7,3,0,5,1,0,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Haags briefstembureau 27,0518::SB696,2517 JW,0,80,0,0,0,0,,,,,0,0,,,80,16,8,8,5,6,3,13,1,2,2,0,9,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Haags briefstembureau 28,0518::SB697,2517 JW,0,76,0,0,1,0,,,,,0,1,,,77,13,10,8,5,5,4,13,1,4,0,1,2,2,1,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Haags briefstembureau 29,0518::SB698,2517 JW,0,152,0,1,0,0,,,,,0,0,,,153,35,21,7,11,7,6,13,2,9,6,3,15,7,1,1,3,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Haags briefstembureau 30,0518::SB699,2517 JW,0,115,0,0,0,0,,,,,0,0,,,115,24,13,11,11,6,7,9,5,10,1,0,9,1,1,0,1,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkcentrum 't Benoordenhuis,0518::SB706,2596 XH,2313,1373,1,2,1,0,2,1244,129,0,1,0,0,0,1375,504,35,87,419,63,8,43,22,41,3,4,3,33,4,29,2,66,0,1,3,1,1,0,0,0,0,1,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Schoolvereniging Wolters,0518::SB708,2597 PH,2386,1130,3,2,0,0,5,1012,118,0,0,0,0,0,1135,449,20,58,321,43,12,38,14,41,1,2,0,18,4,20,4,76,0,2,0,1,5,0,1,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau RKBS Liduinaschool,0518::SB714,2595 TA,1737,977,0,1,0,1,1,902,76,0,0,1,0,0,979,176,46,59,315,84,16,53,15,65,1,1,3,29,9,15,7,72,1,1,0,2,3,3,0,0,0,0,1,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkcentrum Bezuidenhout,0518::SB715,2593 CH,1939,1235,0,3,2,2,9,1138,87,0,4,0,0,0,1234,220,108,65,352,106,44,44,9,77,8,2,12,54,19,19,15,70,0,4,2,1,2,0,0,0,0,2,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkcentrum Bezuidenhout-West,0518::SB717,2595 WS,1686,723,0,9,0,1,4,641,88,0,0,1,0,0,733,89,80,18,121,62,47,59,11,33,3,3,64,47,19,12,19,13,9,6,1,0,0,1,1,0,0,3,1,1,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkcentrum Mariahoeve,0518::SB721,2592 TH,1066,827,1,7,0,0,1,771,63,0,0,0,0,0,835,129,110,49,119,45,42,36,24,51,5,9,42,59,13,24,19,20,8,6,0,0,7,1,0,1,2,3,1,1,1,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau RKBS De Vuurvlinder,0518::SB723,2592 GH,1924,733,1,9,0,0,2,687,54,0,0,0,0,0,743,141,92,40,134,38,37,53,13,46,3,4,29,37,6,15,12,21,7,1,0,1,0,0,0,0,1,1,0,1,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Buurthuis De Landen,0518::SB724,2591 SG,3466,1243,2,7,0,0,4,1123,126,0,0,1,0,0,1253,198,160,53,210,94,67,65,25,67,13,5,66,96,25,15,19,31,12,7,3,0,4,2,0,1,0,2,1,2,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau PCBS De Vlieger,0518::SB728,2497 DN,2495,911,0,0,0,3,0,795,119,0,0,3,0,0,914,205,151,46,168,37,38,43,22,20,6,2,37,54,12,18,12,16,8,1,0,5,1,4,0,1,3,1,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau OBS De Notenkraker,0518::SB729,2496 HS,944,871,0,5,0,1,3,776,98,0,0,1,0,0,877,194,170,40,152,37,23,26,17,19,5,2,41,57,11,33,12,16,5,3,2,0,3,1,0,0,0,2,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Samenwerkingsschool Balans,0518::SB730,2492 MA,2142,1679,0,2,0,4,1,1456,228,0,0,4,0,0,1685,452,201,107,265,86,69,90,40,48,12,9,65,83,6,40,24,37,21,8,0,1,4,4,2,2,0,2,1,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Inclusion4all,0518::SB734,2496 RZ,0,446,1,4,2,0,0,391,58,0,2,0,0,0,449,84,66,25,72,42,21,21,8,13,1,0,26,20,4,8,6,12,11,0,0,1,3,2,0,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Buurthuis De Yp,0518::SB744,2498 BK,2132,1299,3,4,100,11,2,1265,150,0,0,111,0,0,1417,326,149,60,279,82,45,44,35,70,13,3,27,70,5,19,18,35,7,1,0,2,3,4,0,0,0,2,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Bernardusschool,0518::SB746,2597 EE,0,394,1,0,0,0,4,360,31,0,0,0,0,0,395,146,18,26,104,20,4,10,6,7,2,1,0,6,1,13,2,24,0,0,0,4,0,0,0,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Grasveld Watervogelstraat (stemtent),0518::SB748,2494 PX,4106,1954,4,3,0,10,2,1717,252,0,0,10,0,0,1971,574,258,103,329,91,84,66,31,64,14,9,46,88,13,71,18,52,5,1,1,4,10,3,6,1,9,3,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Grasveld Böttgerwater,0518::SB749,2497 ZJ,2383,1491,4,2,0,0,0,1301,196,0,0,0,0,0,1497,273,270,60,222,89,67,60,29,51,10,2,80,117,10,41,33,30,16,11,0,4,0,2,2,3,2,7,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Unie van Waterschappen,0518::SB753,2596 AA,617,399,0,0,0,5,1,368,35,0,0,5,0,0,404,107,11,27,128,19,10,13,7,22,1,1,1,7,5,4,1,28,0,1,2,1,3,0,0,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau SV Leidschenveen,0518::SB756,2493 VE,1681,892,5,3,0,2,1,788,113,0,0,2,0,0,902,311,114,59,140,24,32,27,10,26,5,4,34,46,5,16,10,17,2,1,0,2,4,1,0,0,0,2,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Muziekacademie Den Haag,0518::SB759,2596 HN,908,410,0,1,0,1,2,368,40,0,1,0,0,0,410,116,15,20,140,30,2,11,2,22,2,1,0,12,2,6,0,25,0,2,0,0,1,0,0,0,0,0,1,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau RKBS De Paradijsvogel,0518::SB760,2496 MT,1092,742,2,1,0,1,0,662,84,0,0,1,0,0,746,194,65,41,159,29,19,32,13,22,3,1,50,33,5,21,13,25,11,1,0,1,1,3,0,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Provinciehuis Zuid-Holland,0518::SB761,2596 AW,101,298,1,1,0,0,2,276,22,0,0,0,0,0,300,89,11,19,97,20,7,8,7,3,2,0,6,6,4,1,0,15,1,1,0,0,1,0,0,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Boswijk,0518::SB762,2496 VB,432,873,0,1,2,1,3,767,99,2,5,0,0,0,869,391,55,48,174,31,11,22,7,14,1,1,8,35,4,35,7,21,0,2,0,2,0,0,4,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemiva SVG Groep,0518::SB766,2496 LN,702,472,0,2,0,3,1,425,51,0,0,3,0,0,477,126,59,29,82,24,15,21,15,17,7,1,15,25,3,9,7,6,6,1,0,2,0,2,0,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Zwembad het Hofbad,0518::SB768,2496 ZA,1181,833,2,7,0,1,2,739,102,0,0,1,0,0,843,228,103,48,147,36,32,20,13,20,4,2,42,72,9,20,9,15,2,1,0,4,2,0,0,1,1,0,1,1,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Edith Stein College,0518::SB770,2514 HP,820,152,0,0,0,0,1,140,11,0,0,0,0,0,152,35,10,4,44,9,1,4,3,8,0,0,3,0,2,6,4,14,2,1,0,0,0,0,0,0,0,0,0,2,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stadsboerderij Landzigt,0518::SB772,2493 ZN,0,1785,2,5,0,1,2,1500,289,0,1,0,0,0,1791,539,244,78,282,66,74,53,28,54,13,5,116,101,13,39,21,26,12,2,0,7,3,5,0,2,1,0,0,0,1,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau HLTC Marlot,0518::SB773,2594 BB,548,512,0,0,0,0,2,465,45,0,0,0,0,0,512,169,19,30,130,15,3,16,8,40,2,1,0,18,2,15,6,35,0,2,1,0,0,0,0,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Leidschenveen,0518::SB774,2492 JL,677,829,1,0,0,1,3,711,117,0,0,1,0,0,831,235,89,48,174,36,35,26,16,28,2,0,32,40,10,16,10,16,7,1,0,1,0,2,0,1,1,2,1,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Overbosch,0518::SB775,2592 AA,1723,586,2,1,0,0,2,541,46,0,0,0,0,0,589,104,46,23,166,53,20,26,9,34,6,0,17,20,7,11,4,31,0,2,0,3,4,0,0,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Piet Vink,0518::SB776,2497 CH,1742,349,1,2,0,0,0,298,54,0,0,0,0,0,352,69,47,8,72,24,17,15,4,8,2,0,14,22,5,7,9,11,9,1,0,0,1,2,0,0,1,1,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sportpark Het Kleine Loo (VUC),0518::SB777,2592 BW,806,546,1,2,0,0,0,509,40,0,0,0,0,0,549,104,59,21,125,38,23,34,8,23,8,4,8,33,4,14,8,22,1,3,0,1,3,1,0,1,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau ATV Loolaan (Trefpunt),0518::SB778,2593 HH,1500,676,2,1,0,0,2,629,48,0,0,0,0,0,679,130,58,31,179,62,14,36,12,38,2,2,1,30,3,9,7,53,0,1,0,0,5,2,1,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau kunstpost LOOkatie364,0518::SB782,2592 CK,1767,809,1,5,0,0,3,743,70,1,0,1,0,0,816,161,102,40,117,59,39,42,15,49,5,5,29,47,22,17,16,15,13,4,1,1,3,1,0,0,1,3,0,1,1,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Babylon Hotel Den Haag,0518::SB783,2594 AC,0,412,1,2,0,0,5,385,25,0,0,0,0,0,415,77,19,13,117,34,12,24,2,26,2,0,11,14,10,12,3,28,2,2,1,1,0,0,2,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau V.V. Wilhelmus,0518::SB784,2491 EH,200,181,1,0,0,1,0,160,23,0,0,1,0,0,183,67,18,11,30,8,1,9,1,4,0,0,4,11,1,3,3,7,0,2,0,1,0,0,0,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Hornbach,0518::SB785,2497 GS,2512,658,0,2,0,1,3,566,92,0,0,1,0,0,661,152,109,27,113,34,22,19,18,20,8,3,37,42,6,9,13,17,5,0,0,1,2,0,1,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Pro Senectute Waalsdorp,0518::SB787,2597 TS,1764,289,0,1,0,0,1,263,26,0,0,0,0,0,290,114,13,26,64,16,4,11,4,14,2,1,1,2,1,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Buurthuis 't Plekkie,0518::SB795,2492 JC,1498,762,0,2,0,1,0,673,92,0,0,1,0,0,765,215,112,30,131,42,33,17,13,28,5,5,39,38,7,19,7,9,5,2,0,0,0,2,1,0,1,0,0,0,1,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Hotel NH Den Haag,0518::SB798,2595 BR,0,492,3,0,0,0,7,454,34,0,0,0,0,0,495,94,21,17,146,51,13,26,3,24,1,2,5,20,11,3,1,44,4,1,1,1,3,0,0,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijk- en dienstencentrum De Sprong,0518::SB801,2512 BL,2385,862,3,4,0,4,5,803,65,0,0,4,0,0,873,109,58,18,182,94,48,50,10,70,4,2,49,44,46,5,9,47,4,5,0,0,2,1,1,1,0,0,2,0,1,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Hogeschool InHolland,0518::SB803,2593 AN,1271,870,3,0,0,2,3,817,55,0,0,2,0,0,875,168,37,43,251,82,20,48,4,42,4,1,13,42,21,10,7,61,0,7,1,0,5,0,1,1,0,0,0,0,1,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Tweede Kamer,0518::SB804,2513 AA,93,1527,7,5,0,26,49,1418,99,1,0,27,0,0,1566,209,62,65,414,203,44,90,33,86,1,3,24,51,55,20,14,137,4,3,0,0,5,1,2,0,0,0,0,0,1,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Centraal Station,0518::SB806,2595 AA,329,937,3,11,0,0,8,856,87,0,0,0,0,0,951,148,48,40,228,100,46,46,19,53,5,1,45,28,26,14,3,65,9,2,1,3,4,1,0,0,0,0,2,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkpark Transvaal,0518::SB807,2572 AB,3107,843,2,13,0,0,1,662,195,0,0,0,0,0,858,139,51,27,71,54,39,55,3,10,3,0,300,16,12,2,3,4,48,2,1,0,2,0,1,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Krajicek Playground Spaarwaterstraat,0518::SB810,2593 AA,1060,1268,2,5,0,1,2,1166,108,0,0,1,0,0,1276,275,80,58,378,116,22,51,19,86,2,4,3,48,20,18,8,65,0,1,2,1,4,1,1,1,0,4,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Bibliotheek Ypenburg,0518::SB812,2496 SR,1420,973,4,2,0,0,3,872,104,0,0,0,0,0,979,185,154,43,160,48,34,46,30,30,4,7,86,65,11,22,6,12,16,1,3,0,2,1,2,0,1,2,0,1,1,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Bibliotheek Leidschenveen,0518::SB813,2492 JT,4136,1602,3,7,0,5,3,1376,238,0,0,5,0,0,1617,403,208,74,297,89,78,67,40,52,12,5,60,79,18,33,16,34,14,5,1,2,7,2,0,1,2,2,0,0,1,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Station Hollands Spoor,0518::SB817,2515 BW,130,787,2,6,0,4,8,733,58,0,0,4,0,0,799,91,25,24,180,110,35,36,8,43,1,3,53,26,69,10,1,42,16,6,1,0,3,0,0,0,1,1,1,1,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Clubhuis De Mussen,0518::SB824,2526 CM,1961,963,1,8,0,0,0,762,211,1,0,1,0,0,973,87,70,5,76,65,44,64,27,28,1,1,378,21,21,3,12,5,47,1,0,0,0,0,0,0,0,0,0,5,2,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau ProDemos,0518::SB829,2511 AA,400,562,3,3,0,0,8,517,43,0,0,0,0,0,568,66,18,21,164,77,17,21,7,35,1,1,12,18,21,3,19,51,3,4,0,1,2,0,0,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Ministerie van Binnenlandse Zaken,0518::SB831,2511 DP,862,832,0,8,0,5,6,772,67,0,0,5,0,0,845,120,45,26,231,90,29,47,15,36,1,4,34,29,25,4,9,70,9,2,0,1,1,1,0,2,1,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau KunstHONK,0518::SB833,2513 EB,2035,697,2,6,0,1,3,646,55,0,1,0,0,0,704,85,45,18,166,66,40,35,5,60,5,3,27,33,15,13,10,52,3,7,0,0,5,2,0,0,0,2,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Eerste Kamer der Staten-Generaal,0518::SB836,2513 AA,42,1964,4,3,0,2,52,1830,87,0,2,0,0,0,1969,315,32,73,657,244,25,97,29,97,4,1,12,38,69,32,9,203,5,5,5,5,4,2,1,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Koninklijke Academie v Beeldende Kunsten,0518::SB837,2514 AN,301,287,1,0,0,0,5,263,20,0,0,0,0,0,288,34,10,15,60,41,9,17,1,22,1,1,8,8,29,7,1,20,0,1,0,0,1,1,0,0,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stichting Ruimtevaart,0518::SB852,2512 ZB,1100,406,0,5,0,4,2,375,38,0,0,4,0,0,415,30,33,11,72,46,24,22,7,38,1,0,49,21,16,2,3,19,5,4,0,1,0,0,0,2,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau CBS Waalse Louise de Coligny,0518::SB854,2593 PB,702,600,1,0,0,0,7,555,39,0,0,0,0,0,601,124,38,21,176,49,15,31,11,34,2,1,8,28,11,2,6,32,1,1,1,2,2,1,0,1,0,2,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Prinses Ireneschool,0518::SB856,2515 GE,262,273,1,6,0,0,1,242,37,0,0,0,0,0,280,23,23,4,36,22,11,11,12,13,1,0,74,5,10,2,1,9,13,1,0,0,0,1,0,0,0,0,1,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Koninklijke Schouwburg,0518::SB861,2511 CW,13,636,0,2,0,1,7,591,39,0,1,0,0,0,637,93,22,31,222,64,25,30,8,33,1,2,1,16,15,13,4,50,1,1,0,0,3,0,0,1,0,0,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Praktijkschool De Einder,0518::SB870,2572 NK,7,266,0,6,0,0,1,213,58,0,0,0,0,0,272,21,21,10,35,21,16,18,0,6,2,2,72,19,2,2,2,1,6,1,0,1,0,0,2,0,4,0,0,2,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Theater Diligentia,0518::SB872,2514 EA,193,416,0,1,0,1,3,391,24,0,0,1,0,0,418,80,15,23,118,45,10,18,8,30,1,2,3,7,11,11,1,27,0,0,1,2,0,0,1,0,1,1,0,0,0,,
's-Gravenhage,'s-Gravenhage,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau HC Ypenburg,0518::SB873,2498 BK,1163,1382,1,4,0,10,0,1263,134,0,0,10,0,0,1397,369,124,55,386,77,33,36,22,52,6,2,25,77,15,24,14,44,0,1,1,2,5,9,0,1,0,1,0,0,1,,
