contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Partij van de Arbeid (P.v.d.A.),Leefbaar Rotterdam,VVD,Democraten 66 (D66),GROENLINKS,CDA,SP (Socialistische Partij),ChristenUnie-SGP,Partij voor de Dieren,Rotterdamse Ouderen Partij (ROP),OPA Rotterdam,Nida Rotterdam,Libertarische Partij (LP),Seniorenpartij Rotterdam,Lijst Van Gerdingen,Rotterdams Turks Belang,Regionaal Lokaal
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Asterlo 10 (links),0599::SB341,3085 AD,1507,624,4,9,0,0,0,563,74,0,0,0,0,0,0,637,104,283,14,25,11,25,57,22,9,10,0,26,0,33,1,2,2
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Noorderhagen 80,0599::SB342,3078 CK,1125,437,4,12,0,0,0,398,55,0,0,0,0,0,0,453,93,119,4,24,8,28,57,29,13,10,4,37,1,3,0,6,1
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Biezenkreek 15,0599::SB343,3079 SK,1229,492,1,4,0,1,0,439,59,0,0,0,1,0,0,498,71,212,19,13,6,23,60,33,10,12,7,14,0,10,0,1,1
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Carnissedreef 280,0599::SB344,3084 NN,1738,650,4,5,0,8,0,578,89,0,0,0,8,0,0,667,113,205,15,46,17,26,84,29,32,11,1,54,3,12,0,1,1
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Hijkerveld 9,0599::SB345,3085 PA,1574,543,4,11,3,0,0,509,52,0,0,0,3,0,0,561,104,182,10,22,7,36,77,14,14,15,1,25,3,29,0,4,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Pietersdijk 60,0599::SB346,3079 TD,1073,419,4,2,23,0,0,362,40,0,0,23,0,0,0,402,86,144,13,12,8,32,37,26,15,4,17,15,2,7,0,0,1
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Slaghekstraat 5,0599::SB347,3074 LA,1496,640,4,5,0,0,0,546,109,0,6,0,6,0,0,655,157,90,13,46,20,71,53,7,5,1,3,162,1,3,0,7,1
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Putselaan 64,0599::SB348,3074 JC,1552,654,11,15,1,1,0,549,129,0,0,2,0,0,0,678,204,38,3,30,18,124,70,9,3,2,0,140,2,3,0,6,2
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Polderplein 26,0599::SB349,3074 XE,1756,453,0,10,3,0,0,391,75,0,0,0,3,0,0,466,118,53,2,40,17,49,55,12,4,2,1,95,0,2,0,3,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Nieuwe Wetering 251 (rechts),0599::SB350,3194 TB,1279,528,0,1,0,0,0,446,83,0,0,0,0,0,0,529,60,231,28,33,5,24,50,19,15,14,3,2,1,20,0,3,20
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Arcenstraat 31 (links),0599::SB351,3077 HA,1661,388,4,3,0,0,0,332,57,0,0,6,0,0,6,389,80,161,8,17,4,16,47,14,16,3,1,13,0,5,1,2,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Lampreistraat 163,0599::SB352,3192 EG,1801,726,2,1,0,16,0,648,65,0,0,16,0,16,0,713,112,259,46,50,16,44,54,33,21,11,2,5,2,36,0,0,35
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Heer Danielstraat 29,0599::SB353,3073 DC,1063,180,1,3,0,0,0,173,13,0,2,0,2,0,0,186,24,74,2,10,8,7,28,10,9,0,0,2,0,6,0,0,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Oudelandstraat 75 (links),0599::SB354,3073 LJ,1616,480,1,5,0,14,0,414,58,0,0,14,0,0,0,472,86,210,6,18,13,14,63,7,16,7,3,28,1,8,0,0,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Catullusweg 29,0599::SB355,3076 KB,1746,713,1,8,0,2,0,648,76,0,0,0,2,0,0,724,124,263,14,30,17,38,77,36,14,12,6,65,2,9,0,6,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Oudelandstraat 75 (rechts),0599::SB356,3073 LJ,1609,532,0,3,5,0,0,470,70,0,0,0,5,0,5,540,85,207,9,21,13,17,67,8,17,6,2,69,0,9,0,2,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Schinnenbaan 130,0599::SB357,3077 JJ,1692,639,0,0,0,14,0,580,73,0,0,0,14,0,0,653,127,241,12,23,8,25,116,24,27,9,5,12,3,7,0,0,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Max Havelaarweg 55 (rechts),0599::SB358,3193 VA,1118,366,1,1,0,2,0,342,28,0,0,0,2,0,0,370,49,122,19,28,5,26,37,9,9,7,1,9,0,22,0,2,21
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Barbeelsingel 55,0599::SB359,3192 BA,1205,445,0,2,0,0,0,419,28,0,0,0,0,0,0,447,30,188,27,28,6,36,46,11,10,12,2,0,2,32,2,0,13
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Jagerslaan 15 (ingang Vorkstraat),0599::SB360,3075 AA,1093,418,2,6,0,3,0,355,68,0,0,3,0,3,0,423,91,116,1,20,5,11,73,9,12,9,0,54,2,8,0,4,3
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Grift 42,0599::SB361,3075 SB,1444,671,8,3,0,0,0,630,62,0,0,0,10,0,0,692,69,285,10,32,14,41,133,25,17,15,4,9,0,17,0,0,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Schuilingsoord 8,0599::SB362,3079 NG,748,407,0,2,0,0,0,388,21,0,0,0,0,0,0,409,46,193,13,18,10,38,35,17,8,9,5,7,0,8,0,0,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Jan Ligthartstraat 6,0599::SB363,3075 PL,1168,397,1,4,0,4,0,370,36,0,0,0,4,0,0,406,51,171,4,13,5,9,71,14,17,9,1,17,0,13,0,0,2
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Oude Watering 324,0599::SB364,3077 RE,986,445,3,3,0,0,0,397,54,0,0,0,0,0,0,451,85,166,13,32,12,18,58,11,20,6,4,14,0,2,3,1,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Persoonshaven 650,0599::SB365,3071 CL,1206,435,1,13,0,0,0,381,68,0,0,0,0,0,0,449,136,50,3,10,12,19,52,9,13,8,5,108,2,6,0,2,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Asterlo 10 (rechts),0599::SB366,3085 AD,1521,469,3,1,0,3,0,421,49,0,0,3,0,3,0,470,66,191,13,13,11,17,72,25,15,4,0,14,0,27,1,0,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Spoorweghaven 172 (links),0599::SB367,3071 ZG,1666,532,5,4,1,0,0,467,73,0,0,1,0,1,0,540,126,116,18,35,19,17,81,7,8,5,4,85,1,7,0,2,1
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Van Langendonckstraat 51,0599::SB368,3076 SH,1683,570,2,3,0,0,0,509,66,0,0,0,0,0,0,575,93,252,11,32,14,32,46,33,9,6,15,15,0,5,0,6,1
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Heidestraat 9 (links),0599::SB369,3073 GZ,1354,321,2,9,0,1,0,275,58,0,0,0,1,0,0,333,119,27,1,16,6,34,32,9,7,2,0,65,0,0,0,3,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Othelloweg 377,0599::SB370,3194 GR,1125,393,1,1,0,0,0,354,42,0,0,0,1,0,1,396,56,120,8,23,2,31,39,15,7,13,3,16,6,23,0,1,30
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau W.G.Witteveenplein 10,0599::SB371,3071 MA,1424,857,5,8,0,2,0,787,85,0,0,0,2,0,0,872,133,134,82,248,83,28,82,15,15,2,1,27,3,2,1,1,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Gebbeweg 10 (links),0599::SB372,3192 GE,1460,600,2,9,0,0,0,556,55,0,0,0,0,0,0,611,59,260,34,34,9,37,47,21,15,13,1,3,2,39,0,1,25
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Mosoelstraat 20,0599::SB373,3193 EL,1311,533,1,5,0,1,0,479,61,0,0,0,1,0,0,540,85,169,16,44,9,48,55,17,18,3,1,9,0,20,0,2,37
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Prins Hendriklaan 22 (rechts),0599::SB374,3071 LE,1349,732,6,4,0,0,0,674,61,0,0,7,0,0,0,735,107,180,54,141,58,25,92,9,15,6,3,34,3,5,0,0,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Talingstraat 8,0599::SB375,3082 MH,929,472,2,3,0,1,0,426,52,0,0,0,1,0,0,478,87,167,19,40,18,36,33,19,11,3,5,18,1,15,0,0,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Hollands tuin 79,0599::SB376,3078 EE,830,287,2,6,0,0,0,267,28,0,0,0,0,0,0,295,63,102,3,11,5,21,35,6,7,2,5,14,0,9,0,4,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Maashaven O.z. 230,0599::SB377,3072 HS,1439,605,4,20,1,0,0,529,101,0,0,0,1,0,0,630,191,77,18,35,16,64,69,17,11,3,0,96,2,2,0,4,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Millinxstraat 69,0599::SB378,3081 PE,1683,432,3,3,0,1,0,392,45,0,0,1,0,0,0,437,98,76,9,49,14,34,72,20,7,4,0,42,2,1,0,4,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Homerusplein 1 (zijingang),0599::SB379,3076 LZ,1010,342,7,4,0,0,0,311,42,0,0,0,0,0,0,353,68,115,7,14,9,18,51,7,6,7,3,30,0,6,0,1,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Hoogvlietstraat 25,0599::SB380,3081 ST,1500,506,3,5,0,1,0,445,70,0,0,0,1,0,0,515,154,102,7,38,6,27,53,11,18,12,0,68,0,5,0,4,1
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Aesopusplaats 2,0599::SB381,3076 BA,1139,421,5,7,0,0,0,407,26,0,0,0,0,0,0,433,57,168,18,27,11,19,54,20,20,1,2,3,1,10,0,10,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Clemensstraat 111 (links),0599::SB382,3082 CE,1164,644,11,6,0,1,0,565,95,0,0,1,0,0,0,660,184,160,23,31,20,34,90,13,23,7,4,47,0,5,0,2,1
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Gebbeweg 10 (rechts),0599::SB383,3192 GE,1809,583,0,1,1,0,0,537,48,0,0,0,1,0,0,585,57,245,20,34,9,42,53,15,16,13,1,4,0,45,0,0,29
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Polslandstraat 47,0599::SB384,3081 TK,1392,283,3,4,0,0,0,257,33,0,0,0,0,0,0,290,71,73,7,19,11,15,38,4,13,6,0,20,2,4,0,0,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Ravenswaard 5,0599::SB385,3078 PG,1215,588,2,5,0,2,0,546,47,0,0,2,0,0,0,593,67,274,20,11,5,63,49,30,16,18,12,1,1,16,2,3,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Groene tuin 1,0599::SB386,3078 KA,1029,502,5,9,1,0,0,455,60,0,0,1,0,0,0,515,97,206,18,18,4,33,53,13,10,11,9,14,1,11,1,3,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Menanderstraat 89,0599::SB387,3076 AG,1949,690,2,12,0,0,0,629,75,0,0,0,0,0,0,704,165,212,11,33,9,60,64,13,12,10,8,80,0,6,0,7,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Wolphaertsbocht 399,0599::SB388,3081 KK,1792,529,6,10,0,2,0,460,83,0,0,2,0,2,0,543,175,63,6,18,5,48,65,13,11,5,1,114,1,0,0,3,1
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Katendrechtse Lagedijk 186,0599::SB389,3081 ZD,1785,453,3,7,0,5,0,393,65,0,0,5,0,0,0,458,98,105,16,22,19,30,54,29,8,2,7,61,0,0,0,2,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Gooilandsingel 11 (achteringang),0599::SB390,3083 DP,1275,512,1,2,0,0,0,465,50,0,0,0,0,0,0,515,77,179,27,43,20,23,63,21,14,10,6,21,0,5,2,1,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Bevelandsestraat 30 (links),0599::SB391,3083 NA,1256,398,5,3,0,0,0,362,44,0,0,0,0,0,0,406,81,125,13,20,11,15,76,24,10,4,3,11,0,4,0,1,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Middenbaan-Zuid 400,0599::SB392,3191 AH,1394,479,5,1,0,0,0,437,48,0,0,0,0,0,0,485,52,210,22,34,5,25,35,9,11,3,3,3,0,24,0,0,43
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Boomgaardhoekseweg 93,0599::SB393,3191 VB,1466,608,0,1,0,1,0,539,71,0,0,0,1,0,0,610,66,214,35,45,6,31,62,33,15,14,1,2,1,31,0,0,52
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Carnissedreef 6,0599::SB394,3083 NN,1737,340,1,3,0,0,0,284,60,0,0,0,0,0,0,344,64,105,12,18,9,23,34,18,4,3,1,41,1,4,1,1,1
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Aalsdijk 16 (rechts),0599::SB395,3079 RK,1141,389,3,4,0,0,0,363,32,0,0,1,0,1,0,395,56,148,22,23,8,23,54,11,9,6,8,14,1,3,1,2,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Spoorweghaven 172 (rechts),0599::SB396,3071 ZG,1795,560,2,6,0,1,0,489,80,0,0,0,1,0,0,569,158,129,15,34,14,21,79,9,4,10,2,83,1,0,0,1,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Landmanstraat 2 (links),0599::SB397,3082 WL,1676,483,1,3,0,1,0,433,55,0,0,0,1,0,0,488,79,125,15,43,35,28,64,28,18,5,2,33,3,2,0,2,1
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Klencke 7,0599::SB398,3191 VK,1217,508,1,4,0,0,0,473,40,0,0,0,0,0,0,513,71,148,12,19,6,48,54,24,19,14,3,5,2,33,0,0,50
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Huniadijk 251,0599::SB399,3079 EG,1317,640,5,12,0,17,0,603,71,0,0,0,17,0,0,674,115,252,10,28,10,32,81,51,22,7,0,32,0,0,0,0,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Velsenaerstraat 4,0599::SB400,3195 RP,1236,488,5,3,0,0,0,455,41,0,0,0,0,0,0,496,32,186,10,20,8,128,44,34,3,6,5,0,2,8,0,0,2
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Sluiskreek 322,0599::SB401,3079 BD,1126,550,0,6,1,0,0,504,51,0,0,1,0,0,0,555,79,237,13,17,19,41,58,29,7,5,7,22,0,10,0,6,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Akkerwinde 1 (links),0599::SB402,3191 RA,1686,709,4,3,4,0,0,644,68,0,0,4,0,0,0,712,62,316,40,43,12,36,55,17,19,10,5,2,0,43,1,0,48
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Slinge 303 (links),0599::SB403,3085 ER,1461,526,10,9,0,1,0,498,46,0,0,1,0,0,0,544,93,196,20,28,11,30,76,11,11,10,0,15,0,24,0,1,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Othelloweg 8,0599::SB404,3194 GS,1182,352,2,4,0,0,0,319,39,0,0,0,0,0,0,358,73,90,10,21,7,9,48,13,15,6,1,16,1,16,0,0,26
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Voornsevliet 4,0599::SB405,3082 KZ,1753,619,5,2,0,0,0,551,75,0,0,0,0,0,0,626,97,196,12,34,23,25,99,53,20,2,5,45,1,4,2,1,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Bevelandsestraat 30 (rechts),0599::SB406,3083 NA,1524,274,0,0,0,0,0,257,17,0,0,0,0,0,0,274,31,94,10,18,12,15,36,30,9,2,5,6,0,6,0,0,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Schulpplein 50,0599::SB407,3082 PX,1436,429,1,4,0,2,0,390,42,0,0,2,0,0,0,432,76,134,15,33,14,22,44,39,13,10,3,12,0,13,0,0,1
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Corydastraat 41,0599::SB408,3089 TA,1117,536,1,1,8,0,0,484,46,0,0,8,0,0,0,530,67,247,15,32,9,31,85,3,19,10,3,11,0,3,0,0,1
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Kruisnetlaan 410,0599::SB409,3192 KE,1657,698,3,6,0,0,0,654,53,0,0,0,0,0,0,707,70,270,24,57,6,52,67,20,24,12,3,0,1,59,0,0,33
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Velsenaerstraat 214,0599::SB410,3195 RP,1557,767,3,2,0,0,0,703,72,0,3,0,3,0,0,775,74,311,38,49,12,125,61,47,20,9,2,1,0,12,0,0,6
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Van Lieshoutstraat 20,0599::SB411,3078 WP,1513,586,0,6,0,0,0,537,55,0,0,0,0,0,0,592,85,268,17,39,6,25,64,22,15,7,7,16,0,11,0,3,1
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Vroomstraat 14,0599::SB412,3195 VP,1057,541,3,1,0,1,0,507,39,0,0,0,1,0,0,546,45,261,15,15,5,82,65,9,15,12,4,1,0,11,0,0,1
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Sara Burgerhartweg 60,0599::SB413,3193 TB,1331,501,1,0,0,0,0,450,52,0,0,0,0,0,0,502,86,167,11,17,12,38,66,23,11,4,0,6,1,22,2,0,35
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Zwartewaalstraat 191,0599::SB414,3081 HZ,1631,348,1,8,0,0,0,311,46,0,0,0,0,0,0,357,87,76,7,18,17,13,46,18,13,4,2,38,1,3,0,5,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Strevelsweg 350,0599::SB415,3075 NN,1130,424,1,4,0,0,0,383,46,0,0,0,0,0,0,429,68,178,7,24,13,13,59,8,18,7,1,15,1,10,0,1,1
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Jan van Goyenstraat 1 (links),0599::SB416,3181 HR,1180,732,5,0,0,0,0,660,75,0,0,2,0,2,0,735,66,206,62,26,6,77,45,30,12,13,5,0,1,68,0,0,115
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Vincent van Goghstraat 1 (links),0599::SB417,3181 VH,1340,287,1,1,1,0,0,251,37,0,0,1,0,0,0,288,28,96,31,10,1,21,25,6,9,3,1,0,0,16,0,0,40
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Vincent van Goghstraat 1 (rechts),0599::SB418,3181 VJ,1327,316,2,0,0,3,0,288,33,0,0,0,3,0,0,321,25,89,38,11,7,29,28,5,8,9,1,0,0,15,0,0,51
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Bramenpad 1 (links),0599::SB419,3181 PX,1185,493,3,5,1,1,0,456,47,0,0,0,2,0,2,503,27,115,56,39,8,43,44,11,9,5,0,1,1,32,0,0,102
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Bramenpad 1 (rechts),0599::SB420,3181 PX,1173,446,2,2,0,0,0,401,49,0,0,0,0,0,0,450,37,126,46,23,6,27,48,5,10,3,1,0,1,28,0,0,85
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Laan van Nieuw Blankenburg 10,0599::SB421,3181 DA,1301,591,2,3,0,1,0,550,47,0,0,0,1,0,0,597,47,123,40,19,14,55,42,40,11,18,2,0,1,58,0,1,120
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Blankenburg 5,0599::SB422,3181 BC,1222,778,4,6,5,0,0,718,75,0,0,0,5,0,0,793,61,200,52,25,8,70,59,27,18,17,4,0,0,98,2,0,137
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Landmanstraat 2 (rechts),0599::SB423,3082 WL,1671,406,3,8,1,0,0,373,46,0,0,0,2,1,0,419,65,124,14,35,19,20,50,34,12,2,1,23,0,5,2,0,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Akkerwinde 1 (rechts),0599::SB424,3191 RA,1686,774,3,3,3,0,0,709,74,0,0,0,3,0,0,783,69,316,64,60,13,37,74,23,19,10,2,2,0,54,0,0,31
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Cranendonckweg 40 (rechts),0599::SB425,3077 LA,1720,883,1,6,7,0,0,773,110,0,0,7,0,0,0,883,76,431,69,68,23,56,62,44,25,14,5,4,2,3,0,0,1
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Posthumalaan 90,0599::SB426,3072 AG,547,372,1,2,0,0,0,353,22,0,0,0,0,0,0,375,42,77,68,103,18,8,21,6,10,4,1,12,2,0,0,0,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Putsebocht 89 (rechts),0599::SB427,3073 HE,1697,620,13,21,0,0,0,526,134,0,6,0,6,0,0,660,200,51,8,34,15,79,41,9,8,4,1,162,0,2,0,6,0
,Rotterdam,GR2014_Rotterdam,Gemeenteraad Rotterdam 2014,0599,Rotterdam,2014-03-19,Stembureau Afrikaanderplein 7 (rechts),0599::SB428,3072 EA,1320,705,7,10,0,3,0,599,126,0,0,0,3,0,3,725,215,77,5,41,8,99,74,3,2,3,0,167,0,5,0,6,0
