contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Partij van de Arbeid (P.v.d.A.),VVD,GROENLINKS,Democraten 66 (D66),SP (Socialistische Partij),RED AMSTERDAM,CDA,Partij voor de Dieren,TROTS,10,Piratenpartij,De Groenen,Ouderen Partij Amsterdam (OPA),Amsterdam Sociaal,ChristenUnie,LEEFBAAR AMSTERDAM,De Republikeinse Politieke Partij,Partij Voor Vrije Amsterdammers (PVVA),Radicale Oppositie Beweging (R.O.B.),Nieuwe Amsterdamse Toekomst (NAT),OMA Amsterdam,Multicultureel Plus Partij (M+),Basis Inkomen Partij (BIP),Visie Op Amsterdam (Lijst Ina Brouwer),Partij van de Eenheid,Partij van de Ouderen (P.v.d.O.),Libertarische Partij (LP)
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Speellokaal school De Rivieren,0363::SB274,,1091,1043,5,4,0,0,0,948,76,0,0,28,0,0,0,1024,156,168,97,357,99,20,39,26,1,0,20,1,6,2,3,4,0,10,0,6,0,2,1,2,5,17,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau SBO Kolom/Meander,0363::SB275,,1136,587,7,4,0,0,0,558,39,0,0,1,0,1,0,597,89,48,73,183,71,9,13,21,4,1,13,4,12,1,3,3,0,10,0,1,1,1,2,1,9,14,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,"Stembureau Mathildapaviljoen, 't Kabouterhuis",0363::SB276,,1113,458,3,1,4,0,0,434,32,0,0,0,4,0,0,466,72,60,42,157,39,7,13,21,0,0,12,1,8,1,1,0,0,4,2,3,2,0,0,2,0,7,4
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,"Stembureau Mathildapaviljoen, 't Kabouterhuis",0363::SB277,,1148,435,0,0,4,1,0,405,25,0,0,5,0,0,0,430,65,66,57,150,30,7,9,11,0,0,10,3,7,1,7,0,0,2,0,1,1,0,0,0,0,7,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Dongeschool,0363::SB278,,1153,620,2,3,0,0,0,592,33,0,0,0,0,0,0,625,87,118,54,204,60,17,20,8,0,0,15,3,9,2,2,1,0,7,1,0,1,2,0,3,0,5,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Maarten Luther Kerk,0363::SB279,,1194,629,0,3,0,1,0,559,74,0,0,0,1,0,0,633,101,81,68,202,60,9,24,24,1,0,18,2,2,1,4,3,0,11,2,1,1,0,0,1,1,7,5
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Maarten Luther Kerk,0363::SB280,,1197,657,0,2,0,0,0,592,67,0,0,0,0,0,0,659,94,121,61,200,58,9,23,18,2,0,16,2,9,0,10,2,0,7,2,2,5,2,0,0,2,10,2
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Voormalig Postkantoor,0363::SB281,,1261,507,2,1,0,0,0,469,41,0,0,0,0,0,0,510,77,67,56,126,66,17,19,14,1,1,13,0,10,0,5,4,0,7,4,3,1,1,1,0,0,14,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Buurtcentrum ROC-TOP,0363::SB282,,1222,751,3,2,0,4,0,686,64,0,0,0,4,0,0,750,98,152,76,296,31,19,18,16,0,0,6,0,7,1,0,4,0,6,3,2,2,0,0,0,0,12,2
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Voormalig Postkantoor,0363::SB283,,1276,596,6,8,0,3,0,573,40,0,0,0,3,0,0,613,102,54,57,135,92,18,14,38,2,1,13,2,13,0,7,8,0,12,2,5,1,0,0,0,2,17,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Woon- en Zorgcentrum Torendael,0363::SB284,,877,408,7,3,0,0,0,390,28,0,0,0,0,0,0,418,75,59,36,126,37,7,20,7,0,0,8,1,5,1,4,1,1,2,0,1,2,1,2,1,1,10,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Woon- en Zorgcentrum Torendael,0363::SB285,,898,580,7,0,0,0,0,547,44,0,0,0,4,0,0,591,89,90,60,161,58,16,24,17,0,0,7,2,8,0,12,2,0,9,0,1,5,1,0,0,0,13,5
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Thomaskerk,0363::SB286,,1099,794,1,2,0,3,0,728,73,0,1,0,4,0,0,801,79,264,50,291,16,10,36,20,0,0,7,0,1,0,4,1,0,5,1,2,3,0,0,1,0,3,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Verpleegcentrum Vreugdehof,0363::SB287,,1065,393,1,4,0,0,0,364,34,0,0,0,0,0,0,398,65,63,14,94,50,10,26,14,4,0,5,0,13,1,3,3,0,5,0,0,0,0,0,0,4,19,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Verpleegcentrum Vreugdehof,0363::SB288,,1091,499,5,1,0,0,0,459,50,0,0,0,4,0,0,509,69,82,18,100,69,15,37,22,1,0,5,0,19,0,16,3,0,11,0,1,2,0,2,0,0,27,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau NH Hotel Musica,0363::SB289,,1270,702,5,4,0,0,0,652,59,0,0,0,0,0,0,711,96,196,39,180,34,6,36,24,2,0,9,1,11,2,8,2,0,14,1,2,4,1,2,4,1,20,7
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Verpleegtehuis De Buitenhof,0363::SB290,,960,512,8,3,0,0,0,481,43,0,0,0,1,0,0,524,64,118,34,130,40,4,28,20,3,1,7,0,6,0,10,2,2,11,0,0,2,0,2,0,2,21,5
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Verpleegtehuis De Buitenhof,0363::SB291,,809,407,2,0,0,0,0,374,35,0,0,0,0,0,0,409,47,98,30,98,35,3,24,9,1,0,5,0,6,0,9,5,0,7,0,0,3,0,2,1,0,24,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Andrieskerk,0363::SB292,,1065,717,1,2,0,0,0,652,67,0,0,1,0,0,0,719,121,154,39,173,60,9,35,18,3,0,13,0,11,1,11,5,1,17,0,0,3,1,1,0,4,33,4
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Sporthal de Pijp,0363::SB293,,1129,374,2,4,0,3,0,357,26,0,0,0,3,0,0,383,61,28,56,112,53,5,7,7,0,0,11,0,1,1,2,1,1,4,0,2,1,7,1,0,6,7,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Sporthal de Pijp,0363::SB294,,1191,432,1,1,0,0,0,414,26,0,6,0,6,0,0,440,82,44,52,120,53,2,6,15,2,0,6,3,4,2,5,1,1,2,1,4,0,12,0,2,7,6,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Gymzaal bij school De Ark,0363::SB295,,1202,538,2,0,3,0,0,505,38,0,0,0,3,0,0,543,81,91,29,140,31,10,30,23,3,0,29,0,9,2,19,6,0,11,0,3,3,2,2,2,2,9,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Gymzaal bij school De Ark,0363::SB296,,1253,654,7,3,0,0,0,609,53,0,0,0,0,0,0,662,90,139,32,187,40,9,39,20,1,0,12,1,13,1,9,5,1,15,2,1,0,2,2,1,5,26,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Menno Simonszhuis,0363::SB297,,1080,626,8,1,0,0,0,597,38,0,0,0,0,0,0,635,83,157,35,141,45,9,44,17,0,0,9,1,12,0,13,5,0,9,0,3,1,0,2,2,0,37,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Marius ten Catehof,0363::SB298,,1166,744,9,1,0,0,0,707,51,0,0,0,4,0,0,758,108,150,32,190,78,13,36,24,4,0,12,2,12,1,9,4,0,18,0,1,9,0,1,1,1,38,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Woonzorgcentrum Buitenveldert,0363::SB299,,1234,619,6,2,0,0,0,550,76,0,0,1,0,0,0,626,59,211,28,163,45,12,43,13,1,0,5,0,10,0,4,2,0,9,0,0,1,0,0,0,0,12,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau W.T.C. gebouw H,0363::SB300,,0,706,8,0,0,0,0,671,45,0,1,0,0,0,0,716,60,215,46,322,6,2,17,5,0,0,11,2,2,0,7,0,0,1,0,3,0,1,0,0,3,2,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Rijksmuseum,0363::SB301,,313,806,2,0,0,1,0,770,37,0,0,1,0,0,0,807,131,106,118,317,28,21,17,17,3,0,14,4,4,0,7,0,0,3,1,8,1,0,0,3,1,1,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Portocabin IJselplein,0363::SB302,,1105,573,3,4,0,2,0,540,38,0,0,2,0,0,0,578,92,66,58,183,67,12,14,18,1,0,15,1,10,2,3,1,1,5,1,3,1,1,0,1,4,13,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Portocabin IJselplein,0363::SB303,,1093,399,10,3,0,0,0,382,29,0,0,1,0,0,0,411,70,49,46,123,44,5,11,13,0,0,8,1,2,1,1,1,0,12,2,1,1,1,0,1,1,5,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Portocabin IJselplein,0363::SB304,,1179,775,1,3,0,1,0,723,57,0,0,0,1,0,0,780,118,112,85,240,77,16,19,26,1,0,27,1,4,4,5,6,1,13,2,3,1,3,1,0,0,10,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Multifunctioneel Centrum Binnenhof,0363::SB305,,1123,819,8,5,0,6,0,743,80,0,0,6,0,0,0,823,111,161,39,205,86,10,37,27,3,1,12,0,25,0,19,5,0,12,0,4,3,0,2,3,10,41,3
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Multifunctioneel Centrum Binnenhof,0363::SB306,,1058,699,1,4,0,2,0,647,59,0,0,0,2,0,0,706,115,121,51,170,95,3,33,17,4,0,7,1,6,1,18,7,1,9,1,2,1,0,0,1,1,34,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Elisabeth Otter-Knoll Stichting,0363::SB308,,1041,373,8,2,0,0,0,364,19,0,0,0,0,0,0,383,51,82,27,107,21,8,31,7,0,0,4,0,4,0,6,2,0,1,0,2,1,0,0,0,0,17,2
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Miranda Paviljoen ingang Wintertuin,0363::SB309,,1033,459,2,3,3,0,0,427,40,0,0,0,3,0,0,467,62,73,53,164,27,10,12,19,0,0,16,0,3,2,4,1,0,2,0,3,1,1,1,0,0,5,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Miranda Paviljoen ingang Wintertuin,0363::SB310,,1044,404,3,1,0,1,0,379,28,0,0,1,0,0,0,407,57,57,39,143,32,7,14,18,0,0,15,0,4,1,4,1,0,4,0,2,1,0,0,0,0,4,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau El Amien II,0363::SB311,,1169,365,6,5,0,0,0,343,33,0,0,0,0,0,0,376,79,24,34,95,46,2,5,16,0,1,12,2,2,1,2,6,1,6,1,0,5,6,0,1,11,6,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau El Amien II,0363::SB312,,1084,363,2,6,0,0,0,347,24,0,0,0,0,0,0,371,67,23,53,92,23,3,10,12,3,0,9,4,5,4,4,5,0,4,1,1,9,12,0,2,11,6,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau KBS De Boomgaard,0363::SB313,,1398,477,7,4,0,0,0,452,37,0,1,0,1,0,0,489,88,42,67,140,54,7,3,15,1,0,6,3,2,0,8,1,0,3,3,2,2,12,2,0,12,4,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau KBS De Boomgaard,0363::SB314,,892,637,5,7,0,0,0,606,45,0,2,0,2,0,0,651,136,41,84,169,62,6,19,18,4,2,17,7,8,1,5,1,0,7,1,3,3,22,1,0,12,8,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Tijl Uilenspiegelschool,0363::SB315,,1326,616,4,5,2,0,0,556,71,0,0,0,2,0,0,627,116,59,67,180,55,6,14,15,0,1,13,5,7,0,8,3,0,2,0,1,0,37,0,0,22,4,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Tijl Uilenspiegelschool,0363::SB316,,868,488,10,8,0,0,0,449,57,0,0,0,0,0,0,506,108,39,46,117,52,8,9,6,0,0,12,1,4,1,10,1,0,1,1,2,0,37,3,0,16,13,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Tijl Uilenspiegelschool,0363::SB317,,1165,581,10,7,0,0,0,533,64,0,0,1,0,0,0,597,95,59,57,174,59,1,15,16,2,1,8,4,4,3,10,6,0,1,2,2,5,36,0,1,10,8,2
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Sportplaza Mercator,0363::SB318,,1430,583,9,9,0,9,0,532,60,0,0,9,0,0,0,592,104,37,74,186,51,6,14,10,1,0,8,4,5,1,7,2,1,1,0,1,0,33,3,0,26,8,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Wachterliedpaviljoen,0363::SB319,,1440,527,8,4,0,0,0,500,37,0,0,0,0,0,0,537,91,67,54,177,58,2,10,14,2,0,8,2,2,1,4,1,0,1,0,0,1,17,0,0,12,2,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Wachterliedpaviljoen,0363::SB320,,1147,518,2,6,0,0,0,482,44,0,0,0,0,0,0,526,102,49,52,168,46,2,13,16,1,0,13,5,4,3,6,5,0,1,3,1,3,15,1,2,2,5,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Narcis-Queridoschool,0363::SB321,,1325,574,0,0,0,1,0,546,54,0,0,0,1,0,0,600,124,36,72,158,61,7,16,14,1,0,11,6,2,4,11,4,3,2,1,4,2,12,0,2,10,10,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Narcis-Queridoschool,0363::SB322,,1161,503,13,9,0,15,0,462,48,0,0,15,0,0,0,510,111,30,50,128,59,6,10,10,1,10,13,8,3,3,8,5,0,2,2,2,0,14,0,1,23,3,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Narcis-Queridoschool,0363::SB323,,1513,545,12,2,0,0,0,491,68,0,0,0,0,0,0,559,123,43,48,132,66,7,11,11,2,0,19,5,4,0,6,5,0,3,2,3,0,21,2,2,23,6,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Centrum voor Ouderen De Boeg,0363::SB325,,1168,783,19,10,0,0,0,762,50,0,0,0,0,0,0,812,152,84,79,202,87,7,28,19,2,0,21,0,15,2,8,3,0,10,0,6,7,22,0,0,9,20,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Openbare Bibliotheek Amsterdam,0363::SB326,,1446,620,16,14,0,0,0,586,72,0,0,0,8,0,0,658,145,57,66,162,59,2,11,14,2,0,16,6,3,0,6,4,0,3,1,2,2,34,2,0,8,13,2
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Openbare Bibliotheek Amsterdam,0363::SB327,,1846,674,8,11,0,0,0,626,70,0,0,0,3,0,0,696,164,65,71,186,63,4,12,13,3,0,17,2,2,0,9,5,2,1,1,6,4,24,1,0,14,5,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Bos en Lommerschool,0363::SB328,,1942,602,9,19,0,3,0,547,86,0,0,0,3,0,0,633,204,38,41,82,47,4,8,8,4,0,6,0,2,2,10,1,8,1,1,3,3,82,0,0,45,2,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Bos en Lommerschool,0363::SB329,,1843,696,13,20,0,0,0,618,72,0,0,33,0,0,0,690,210,31,39,103,83,6,10,11,6,1,12,0,5,1,13,3,1,1,0,3,2,97,2,4,38,12,2
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau de Wiltzangh,0363::SB330,,1079,358,4,8,0,0,0,335,35,0,0,0,0,0,0,370,65,20,48,82,48,2,18,9,0,0,8,5,3,0,7,2,2,0,2,1,4,20,0,0,10,2,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Sportvereniging Blauw-Wit,0363::SB331,,1201,440,3,1,0,0,0,407,39,0,2,0,2,0,0,446,80,40,67,152,27,4,11,18,4,0,9,1,2,1,5,0,0,4,0,1,7,2,0,0,0,5,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Molen van Sloten,0363::SB341,,909,558,5,3,0,0,0,507,59,0,0,0,0,0,0,566,66,104,28,161,42,10,32,18,8,0,7,1,15,0,10,16,0,14,1,3,4,2,0,4,2,10,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Dienstencentrum Maarten Luther,0363::SB342,,821,624,15,3,0,4,0,592,54,0,0,0,4,0,0,646,116,70,34,163,65,13,40,21,3,0,1,1,18,0,9,4,0,5,1,2,4,3,0,2,1,48,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Prof. Dr. H. Kraemerschool,0363::SB343,,1209,288,5,5,0,0,0,262,36,0,0,0,0,0,0,298,69,12,39,37,50,3,15,8,0,0,1,0,6,0,5,3,0,2,0,1,0,1,0,0,21,14,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Prof. Dr. H. Kraemerschool,0363::SB344,,1127,301,11,9,2,0,0,292,27,0,0,2,0,0,0,319,78,18,10,39,39,0,15,7,1,2,1,3,4,0,5,1,0,2,0,0,2,35,1,1,27,10,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau B.C.O. (voormalige St. Lukasschool),0363::SB345,,1322,738,11,10,0,0,0,699,61,0,0,0,0,0,0,760,161,60,22,91,101,5,60,17,5,0,4,2,18,0,10,17,0,16,0,2,12,19,0,2,23,89,2
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Osdorpse Montessorischool,0363::SB346,,1057,479,5,1,0,1,0,425,61,0,0,0,1,0,0,486,99,45,24,89,76,4,17,13,4,0,4,1,13,0,1,12,0,9,0,0,2,19,0,0,12,35,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Stadsdeelkantoor,0363::SB347,,1088,582,13,1,0,0,0,539,58,0,0,0,0,0,0,597,120,66,29,107,75,6,28,27,4,0,5,0,14,1,11,14,0,6,1,3,3,8,0,1,22,30,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Dienstencentrum Osdorperhof,0363::SB348,,1138,452,6,5,0,0,0,424,39,0,0,0,0,0,0,463,71,66,35,94,50,5,32,16,3,0,5,0,14,2,8,5,0,7,1,3,3,4,2,0,2,22,2
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Dienstencentrum Osdorperhof,0363::SB349,,1075,472,4,5,0,0,0,449,32,0,0,0,0,0,0,481,76,51,30,94,41,10,42,18,5,0,8,1,17,2,17,8,1,7,1,2,1,6,0,0,1,33,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Gymlokaal Ichthusschool,0363::SB350,,913,480,3,2,0,0,0,444,41,0,0,0,0,0,0,485,86,48,24,68,67,9,28,10,12,1,8,2,23,0,6,27,0,9,0,1,8,3,1,1,7,30,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Verenigingsruimte NIVON,0363::SB351,,1308,362,10,2,0,1,0,334,39,0,0,1,0,0,0,373,97,32,16,55,26,0,27,5,2,1,2,0,6,0,6,6,0,5,1,0,7,23,0,0,23,22,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Zorgcentrum Leo Polak,0363::SB352,,1037,384,3,2,0,0,0,341,48,0,0,0,0,0,0,389,88,55,16,61,31,3,22,12,2,0,1,1,8,1,4,4,0,7,0,2,0,32,0,0,8,22,4
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Zorgcentrum Leo Polak,0363::SB353,,1013,432,12,4,0,0,0,401,47,0,0,0,0,0,0,448,71,47,19,62,49,9,44,12,1,1,1,1,15,2,6,14,0,2,0,2,6,9,1,0,25,33,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau De Kikker,0363::SB354,,1504,543,10,6,0,0,0,484,76,0,0,0,1,0,0,560,158,20,30,69,68,5,23,8,1,0,11,3,10,0,6,1,0,10,0,2,0,58,2,0,33,23,2
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau De Kikker,0363::SB355,,1542,401,7,6,5,0,0,343,64,0,0,5,0,0,0,407,103,22,20,68,49,4,7,7,3,0,3,2,6,0,5,1,0,5,0,2,4,37,0,1,31,20,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau De Kikker,0363::SB356,,1511,582,7,7,0,1,0,510,87,0,0,0,1,0,0,597,170,39,16,101,47,9,20,9,0,0,7,0,9,0,8,10,0,8,0,1,5,57,0,1,42,21,2
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Basisschool de Odyssee,0363::SB357,,819,391,5,7,0,0,0,337,66,0,0,0,0,0,0,403,67,72,23,93,16,2,20,10,3,0,6,1,4,0,6,3,0,12,0,0,1,31,1,2,11,6,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Gymlokaal St Paulusschool,0363::SB358,,1795,662,4,5,0,15,0,595,61,0,0,15,0,0,0,656,139,60,37,156,57,12,29,3,10,1,6,0,8,2,9,12,2,9,2,2,4,45,0,0,36,19,2
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Buurthuis De Aker,0363::SB359,,1168,414,5,1,2,0,0,371,48,0,0,1,0,0,0,419,78,41,15,69,55,7,25,17,2,0,5,0,13,0,14,14,0,7,0,3,2,5,2,0,7,33,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Buurthuis De Aker,0363::SB360,,1186,436,5,3,0,1,0,381,62,0,0,1,0,0,0,443,90,54,23,46,55,8,27,13,3,0,4,0,10,0,7,6,0,15,2,0,2,32,1,0,8,29,1
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Buurthuis De Aker,0363::SB361,,1283,420,5,5,0,0,0,402,28,0,0,0,0,0,0,430,91,30,28,69,41,4,22,12,10,0,4,1,9,0,22,17,0,6,0,0,7,17,0,0,5,25,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Schoolgebouw,0363::SB362,,699,271,3,2,0,0,0,239,28,0,0,1,0,1,0,267,72,15,10,37,37,4,7,6,3,0,3,0,10,1,4,2,0,4,2,0,8,23,0,0,8,15,0
,Amsterdam,GR2014_Amsterdam,Gemeenteraad Amsterdam 2014,0363,Amsterdam,2014-03-19,Stembureau Schoolgebouw,0363::SB363,,1179,297,6,4,0,0,0,282,17,0,0,8,0,0,0,299,54,26,20,66,47,5,15,12,0,0,3,2,5,0,8,11,1,4,1,1,2,2,0,1,4,7,0
