LijstNr,Aanduiding van de politieke groepering,Nr,Naam op de lijst,Totaal,Sb 1,Sb 2,Sb 3,Sb 4,Sb 5,Sb 6,Sb 7,Sb 8,Sb 9,Sb 10,Sb 11,Sb 12,Sb 13,Sb 14,Sb 15,Sb 16,Sb 17
,,13,"Dieudonné, C.A. (Carola) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,14,"van Assen, G.J.E. (Godert) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,15,"Jeelof, G.W.D. (Geert) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,16,"Boltjes, L. (Luke) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,17,"Berkhout, F.J. (Freek Jan) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,18,"Boon, S.O. (Sander) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,19,"de Kok, A. (Arjan) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,20,"de Groot, A.R. (Astrid) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,21,"Berkhout, H.A. (Hugo) (m)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,22,"Mooijekind, R.A. (Roel) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,23,"Eldering, C.H. (Kees) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,24,"Verbrugh, D.J. (Erik) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,25,"Koning, S.R. (Saskia) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,26,"Kerklingh, H.K. (Hemmie) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,27,"Velzing, H. (Hendrikus) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,28,"van Wely, L.F.A.M. (Loek) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,29,"Ankersmit, F.R. (Frank) (m)",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,30,"Cliteur, P.B. (Paul) (m)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,De Burger Beweging,1,"Vlems, A.M. (Ad) (m)",4,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0
,,2,"de Louw, A.J.H. (Albert) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,3,"Rozendaal, H.A. (André) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,4,"van der Linde, R.A. (Anita) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,5,"Siegers, A.K. (Anke) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,6,"Mul, A.M. (Annette) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,7,"Migchels, A.R.P. (Anthony) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,8,"Titarsole, A.J. (Augusto) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,9,"Dubling, D. (Dirk) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,10,"Ackerman, D.M. (Elovena) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,11,"Holthuis, H. (Erik) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,12,"Bos, S. (Frieda) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,13,"Vousten, G.J.H. (Geert) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,14,"Vogelaar, G.D.M. (Gio) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,15,"Bijl, J.H. (Hanneke) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,16,"van Steenbergen, J.T. (Hans) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,17,"Schönbeck, H.A. (Hugo) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,18,"Hondema, A.R. (Indi) (v)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,,19,"Venema, J. (Janita) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,20,"Ghuijs, J.A.A.M. (Jeroen) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,21,"Kirpensteijn, J.J. (Jolanda) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,22,"Wilshaus, J. (Jolanda) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,23,"Jansen, C.P.M. (Karina) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,24,"Haccou, H.K. (Kitty) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,25,"van der Vlist, L. (Leo) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,26,"Hupe, L.B. (Lex) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,27,"Bervoets, L.F. (Louis) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,28,"Janssen, M. (Marco) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,29,"Cornielje, M.J.M. (Marielle) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,30,"Lamers, M.R. (Marnix) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,31,"Hanff, M.J. (Marijke) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,32,"van der Burgt, N.J. (Nina) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,33,"van Vliet, P.J.W.G. (Peter) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,34,"van de Graaf, M.J. (Purusha) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,35,"Visser, O.J. (Rene) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,36,"Graafsma, R.A.J. (René) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,37,"Geelen, R.W. (Robbert) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,38,"Swami - Persaud, R.H. (Robert) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,39,"Tourgaidis, W. (Roula) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,40,"Zoethout, S. (Sjoerd) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,41,"Bruining, W.E. (Wernard) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,42,"Massop, W.G.M. (Wim) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,Vrijzinnige Partij,1,"Klein, N.P.M. (Norbert) (m)",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,,2,"Loomans, M.L.P. (Marie-Louise) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,3,"Wienbelt, M.C. (Maarten) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,4,"Westenberg, A.A. (Artemis) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,5,"Haddering, H. (Harry) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,6,"Smit, W.F. (Wouter) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,7,"Lammers, R. (Ruud) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,8,"Kuijpers, J.G.L. (Gerard) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,9,"Byrde, Y.A.C. (Yohan) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,10,"Huigens, A.F.J. (Antoon) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,11,"Seelig, D.A. (Dino) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,12,"Vorswijk, M.K. (Martin) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,13,"Zandberg, J.G. (Jeroen) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,14,"Stassen, L.B. (Lucas) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,GeenPeil,1,"Dijkgraaf, J. (Jan) (m)",9,0,0,3,0,1,0,1,1,0,1,0,0,0,1,1,0,0
,,2,"Dreijer, H.B.E. (Beryl) (v)",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,,3,"Aarad, A. (Ahmed) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,4,"Reijnaers, D.J.W. (Damiaan) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,5,"Klaver, C. (Chantal) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,6,"Akdoğan, A. (Alptekin) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,7,"de Swart, N.C. (Niels) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,8,"Riemer, G.J. (Geert-Johan) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,9,"Groenewoud, V.B. (Vivienne) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,10,"Giebels, S. (Sander) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,11,"Bal, A. (Ali) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,12,"Brante, M.C. (Maarten) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,13,"de Dood, H.J.M. (Marcel) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,14,"de Konink, S.A.M.M. (Stefan) (m)",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20,Piratenpartij,1,"van de Leest, A.T. (Ancilla) (v)",46,6,4,0,3,2,2,6,2,4,1,4,0,0,3,4,2,3
,,2,"Pontier, M.A. (Matthijs) (m)",2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
,,3,"Brouwer, H.A. (Rico) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,4,"Straver, A.T.E. (Alex) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,5,"Downs - Hovestadt, P.M.H. (Petra) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,6,"Feitsma, T.T. (Tjerk) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,7,"Lensink, M.C. (Maarten) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,8,"Janssen, L.D. (Lars) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,9,"Sikkema, G.B. (Bob) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,10,"Dulfer, M. (Michiel) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,11,"Huurman, R.J. (Rogier) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,12,"Dieleman, B. (Bas) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,13,"Peskens, G.L.J. (Gijs) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,14,"Maessen, W.M.M. (Wiel) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,15,"Hallegraeff, D.S. (Dylan) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,16,"de Jong, J.T. (Joran) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,17,"Batstra, J. (Janmaarten) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,18,"van der Velde, V.C. (Vincent) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,19,"Wijnans, F.P.E. (Frank) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,20,"van Oudheusden, L.J. (Leo) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,21,"Kleinpaste, G.J. (Gertjan) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,22,"Stubbe, M. (Melvin) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,23,"Borghuis ook genaamd op de Borg, D.R. (Dave) (m)",4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1
,,24,"Schönberger, R.A. (Ronald) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,25,"van Luxzenburg, E. (Erik) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,26,"Bouyaara, O. (Uzi) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,27,"van den Dool, C.W. (Wim) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,28,"Hofman, E.D. (Ewoud) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,29,"Pasterkamp, J.D. (Jelle Dirk) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,30,"van Vuuren, M. (Martin) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,31,"Biesma, A.R. (Arne) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,32,"Gautier, J.T.N. (Teun) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,33,"van Ravensteijn, L.S. (Loulou) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,34,"Ziegler, F.C. (Floor) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,35,"Ventevogel, T.C. (Tommy) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,36,"Chaudry, K.A. (Khalid Ahmed) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,37,"Poot, D. (Dirk) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Artikel 1,1,"Simons, S.H. (Sylvana) (v)",3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
,,2,"Faïd, F. (Fatima) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,3,"Sins, B.E. (Brigitte) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,4,"Akhechaa, A. (Adil) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,5,"van Tricht, J.H. (Jens) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,6,"van der Kooye, M.I.D. (Ian) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,7,"Döll - Osei Ameyaw, P. (Phyllis) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,8,"van Saarloos, S.C. (Simone) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,9,"Basabose, O. (Olave) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,10,"Dekker, M. (Martijn) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,11,"Hernández González, J. (Juanita) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,12,"Witte, R.S.B. (Robert) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,13,"van de Vaate, G. (Gert-Jan) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,14,"Leito, M.T. (Marianella) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,15,"van der Veen, J. (Jasper) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,16,"Bakker, A.M.T. (Annemieke) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,17,"Wertheim, A.R. (Anne-Ruth) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,18,"Helberg, G.O. (Glenn) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,19,"Wekker, G.D. (Gloria) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,20,"Meulenbelt, A.H. (Anja) (v)",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22,Niet Stemmers,1,"Plasman, J.P. (Peter) (m)",2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
,,2,"Plasman, R. (Rijk) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,3,"Plasman, R. (Rits) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,4,"van Vliet, W. (Willem) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,5,"El Farougui, N. (Nihad) (v)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,6,"Rhee, R.P.R. (Remco) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,7,"Schwab, M. (Maribel) (v)",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,,8,"Karga, Y. (Yasemin) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,9,"Konya, S. (Selmi) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,10,"Held, R.A.J. (Rachel) (v)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,,11,"Pentinga, C.H. (Carolien) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,12,"Plasman - van Ligten, J.C. (Judith) (v)",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24,Lokaal in de Kamer,1,"Heijman, J.H.W.F. (Jan) (m)",9,0,1,0,0,0,0,1,1,1,1,0,0,0,1,3,0,0
,,2,"van der Starre, J.J. (Jan) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,3,"Stultiens, R.M.M. (Ralf) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,4,"Leever, J.H. (Jeff) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,5,"Kunst - van Suijlekom, G.P. (Denise) (v)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
,,6,"Kraaijenbrink, R.A. (Rene) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,7,"Mandersloot, W.J. (Willem Jan) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,8,"van Pinxteren, W.F.C. (Wil) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,9,"Nieuwenhuizen, N. (Nelly) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,10,"de Heer - Seveke, Y.J.P.M. (Yvonne) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,11,"van Ruitenbeek - Schonewille, J.M. (Joke) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,12,"El - Khassim, F. (Farid) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,13,"Smit, F. (Frank) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,14,"van der Kraats, A.B. (Diana) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,15,"van de Sande, M.A. (Rien) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,16,"Jansen, D.S.C. (Davy) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,17,"Kwekkeboom, J.A. (Jan) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,18,"Rosbak, E.R. (Ron) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,19,"Louis, I.H. (Ilankarajah Hudson) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,20,"Bolders, L.M. (Ludo) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,21,"van der Velde, A. (Ans) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,22,"Frieman, H.B. (Henk) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,23,"Valent - Groot, A.M. (Annette) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,24,"de Bree, C.M. (Conny) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,25,"Barends, R. (Ramon) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,26,"Dirkmaat, G.B. (Gijs) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,27,"Kloos, C.H. (Casper) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

,,,Totaal,20820,1996,918,1074,1338,1223,1153,1203,1272,847,1292,1434,878,882,1548,1198,1129,1435
