LijstNr,Aanduiding van de politieke groepering,Nr,Naam op de lijst,Totaal,Sb 1,Sb 2,Sb 4,Sb 5,Sb 6,Sb 8,Sb 9,Sb 11,Sb 12,Sb 14,Sb 15,Sb 17,Sb 18,Sb 19
19,GeenPeil,1,"Dijkgraaf, J. (Jan) (m)",2,0,0,0,0,0,0,0,0,1,0,0,1,0,0
,,2,"Dreijer, H.B.E. (Beryl) (v)",2,0,0,0,0,0,0,0,1,0,0,0,0,1,0
,,3,"Aarad, A. (Ahmed) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,4,"Reijnaers, D.J.W. (Damiaan) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,5,"Klaver, C. (Chantal) (v)",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,,6,"Akdoğan, A. (Alptekin) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,7,"de Swart, N.C. (Niels) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,8,"Riemer, G.J. (Geert-Johan) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,9,"Groenewoud, V.B. (Vivienne) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,10,"Giebels, S. (Sander) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,11,"Bal, A. (Ali) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,12,"Brante, M.C. (Maarten) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,13,"de Dood, H.J.M. (Marcel) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,14,"de Konink, S.A.M.M. (Stefan) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Piratenpartij,1,"van de Leest, A.T. (Ancilla) (v)",53,6,3,1,5,2,2,3,5,6,2,4,5,5,4
,,2,"Pontier, M.A. (Matthijs) (m)",2,0,0,0,0,1,0,1,0,0,0,0,0,0,0
,,3,"Brouwer, H.A. (Rico) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,4,"Straver, A.T.E. (Alex) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,5,"Downs - Hovestadt, P.M.H. (Petra) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,6,"Feitsma, T.T. (Tjerk) (m)",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,,7,"Lensink, M.C. (Maarten) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,8,"Janssen, L.D. (Lars) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,9,"Sikkema, G.B. (Bob) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,10,"Dulfer, M. (Michiel) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,11,"Huurman, R.J. (Rogier) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,12,"Dieleman, B. (Bas) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,13,"Peskens, G.L.J. (Gijs) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,14,"Maessen, W.M.M. (Wiel) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,15,"Hallegraeff, D.S. (Dylan) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,16,"de Jong, J.T. (Joran) (m)",3,1,0,1,0,0,0,0,0,0,1,0,0,0,0
,,17,"Batstra, J. (Janmaarten) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,18,"van der Velde, V.C. (Vincent) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,19,"Wijnans, F.P.E. (Frank) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,20,"van Oudheusden, L.J. (Leo) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,21,"Kleinpaste, G.J. (Gertjan) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,22,"Stubbe, M. (Melvin) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,23,"Borghuis ook genaamd op de Borg, D.R. (Dave) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,24,"Schönberger, R.A. (Ronald) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,25,"van Luxzenburg, E. (Erik) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,26,"Bouyaara, O. (Uzi) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,27,"van den Dool, C.W. (Wim) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,28,"Hofman, E.D. (Ewoud) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,29,"Pasterkamp, J.D. (Jelle Dirk) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,30,"van Vuuren, M. (Martin) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,31,"Biesma, A.R. (Arne) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,32,"Gautier, J.T.N. (Teun) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,33,"van Ravensteijn, L.S. (Loulou) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,34,"Ziegler, F.C. (Floor) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,35,"Ventevogel, T.C. (Tommy) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,36,"Chaudry, K.A. (Khalid Ahmed) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,37,"Poot, D. (Dirk) (m)",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21,Artikel 1,1,"Simons, S.H. (Sylvana) (v)",22,1,1,1,0,0,2,4,0,6,1,0,4,0,2
,,2,"Faïd, F. (Fatima) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,3,"Sins, B.E. (Brigitte) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,4,"Akhechaa, A. (Adil) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,5,"van Tricht, J.H. (Jens) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,6,"van der Kooye, M.I.D. (Ian) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,7,"Döll - Osei Ameyaw, P. (Phyllis) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,8,"van Saarloos, S.C. (Simone) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,9,"Basabose, O. (Olave) (m)",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,,10,"Dekker, M. (Martijn) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,11,"Hernández González, J. (Juanita) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,12,"Witte, R.S.B. (Robert) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,13,"van de Vaate, G. (Gert-Jan) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,14,"Leito, M.T. (Marianella) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,15,"van der Veen, J. (Jasper) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,16,"Bakker, A.M.T. (Annemieke) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,17,"Wertheim, A.R. (Anne-Ruth) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,18,"Helberg, G.O. (Glenn) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,19,"Wekker, G.D. (Gloria) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,20,"Meulenbelt, A.H. (Anja) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Niet Stemmers,1,"Plasman, J.P. (Peter) (m)",8,2,1,1,0,0,1,0,0,0,1,0,1,1,0
,,2,"Plasman, R. (Rijk) (m)",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,,3,"Plasman, R. (Rits) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,4,"van Vliet, W. (Willem) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,5,"El Farougui, N. (Nihad) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,6,"Rhee, R.P.R. (Remco) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,7,"Schwab, M. (Maribel) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,8,"Karga, Y. (Yasemin) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,9,"Konya, S. (Selmi) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,10,"Held, R.A.J. (Rachel) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,11,"Pentinga, C.H. (Carolien) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,12,"Plasman - van Ligten, J.C. (Judith) (v)",2,0,0,0,0,0,0,0,0,1,0,1,0,0,0
24,Lokaal in de Kamer,1,"Heijman, J.H.W.F. (Jan) (m)",7,1,0,0,0,1,0,0,0,2,1,0,2,0,0
,,2,"van der Starre, J.J. (Jan) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,3,"Stultiens, R.M.M. (Ralf) (m)",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,,4,"Leever, J.H. (Jeff) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,5,"Kunst - van Suijlekom, G.P. (Denise) (v)",2,0,0,0,0,1,1,0,0,0,0,0,0,0,0
,,6,"Kraaijenbrink, R.A. (Rene) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,7,"Mandersloot, W.J. (Willem Jan) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,8,"van Pinxteren, W.F.C. (Wil) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,9,"Nieuwenhuizen, N. (Nelly) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,10,"de Heer - Seveke, Y.J.P.M. (Yvonne) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,11,"van Ruitenbeek - Schonewille, J.M. (Joke) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,12,"El - Khassim, F. (Farid) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,13,"Smit, F. (Frank) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,14,"van der Kraats, A.B. (Diana) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,15,"van de Sande, M.A. (Rien) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,16,"Jansen, D.S.C. (Davy) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,17,"Kwekkeboom, J.A. (Jan) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,18,"Rosbak, E.R. (Ron) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,19,"Louis, I.H. (Ilankarajah Hudson) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,20,"Bolders, L.M. (Ludo) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,21,"van der Velde, A. (Ans) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,22,"Frieman, H.B. (Henk) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,23,"Valent - Groot, A.M. (Annette) (v)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,24,"de Bree, C.M. (Conny) (v)",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,,25,"Barends, R. (Ramon) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,26,"Dirkmaat, G.B. (Gijs) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,27,"Kloos, C.H. (Casper) (m)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

,,,Totaal,19443,1505,1370,1479,879,1127,1712,1487,1408,2621,1637,1241,1108,884,985
