contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Democraten 66 (D66),Partij van de Arbeid (P.v.d.A.),VVD,SP (Socialistische Partij),GROENLINKS,Partij voor de Dieren,CDA,Partij van de Ouderen (P.v.d.O.),DENK,Platform Amsterdam,destemvandestraat,Piratenpartij Amsterdam,Staatkundig Gereformeerde Partij (SGP),Forum voor Democratie,U-Buntu Connected Front UCF,Basisinkomen Partij (BIpartij),"blanco (van Oudenallen, H.F.M.)",Partij voor Iedereen,ChristenUnie,Amsterdam BIJ1,SAMEN Alle Mensen Één Nederland (SAMEN),Anti-Scooter Partij,Blije Burgers,Carryonthemove,QUEER,50PLUS,De Republikeinse Politieke Partij,28
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Catharinaschool,0363::SB276,,1524,877,1,6,6,0,0,776,102,0,6,0,0,0,878,165,98,139,61,175,77,17,16,15,2,2,9,0,62,2,1,1,0,11,7,0,1,9,0,0,7,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Catharinaschool,0363::SB277,,1595,920,4,1,4,0,0,845,84,0,0,4,0,0,929,185,74,166,59,186,77,26,15,20,1,3,12,0,58,1,1,1,0,10,10,2,4,4,0,0,4,0,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau gymzaal De Rivierenschool,0363::SB278,,1109,660,3,0,0,0,0,613,48,0,2,0,2,0,661,160,73,102,43,134,42,22,12,8,3,1,5,2,30,0,0,0,0,10,7,1,1,1,0,0,3,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Vivium Torendael,0363::SB284,,1173,643,2,3,0,1,0,600,49,0,0,1,0,0,649,106,82,82,47,105,66,39,15,8,2,4,7,1,32,1,2,1,0,16,7,1,1,4,0,0,13,0,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Vivium Torendael,0363::SB285,,1113,532,2,2,0,0,0,536,0,0,0,0,0,0,536,80,56,81,42,87,48,35,25,3,1,6,2,0,42,0,0,0,0,8,3,1,2,1,0,1,6,0,2
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Thomaskerk,0363::SB286,,1228,940,1,2,0,1,0,855,89,0,0,1,0,0,944,134,83,161,10,82,39,358,4,1,0,1,6,2,46,0,0,0,0,8,1,0,0,0,1,1,2,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Revalidatie- en Zorgcentrum Vreugdehof,0363::SB287,,1652,622,4,5,0,0,0,589,42,0,0,0,0,0,631,105,65,96,52,86,34,46,25,10,1,1,4,0,56,1,0,0,0,19,9,2,1,0,0,0,9,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Revalidatie- en Zorgcentrum Vreugdehof,0363::SB288,,1641,539,5,2,0,0,0,515,33,0,0,2,0,0,548,85,45,104,50,62,28,34,23,9,0,2,11,0,56,1,1,0,0,11,8,1,0,0,0,0,8,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau NH Amsterdam Zuid,0363::SB289,,1541,800,3,8,0,4,0,729,78,0,4,0,0,0,807,99,82,185,26,99,31,111,20,2,1,2,13,3,83,0,1,0,0,16,7,4,3,0,0,1,10,0,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Zorgcentrum De Buitenhof,0363::SB290,,1558,790,8,2,0,2,0,743,59,0,0,2,0,0,802,75,79,175,42,82,44,124,29,14,0,1,5,3,79,0,0,1,1,10,3,11,0,0,0,0,12,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Andrieskerk,0363::SB292,,1411,815,7,4,0,3,0,769,54,0,3,0,0,0,823,112,90,130,60,108,47,104,16,9,0,0,3,4,74,1,0,0,0,28,3,1,2,2,0,0,20,0,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau ROC Zuid,0363::SB293,,794,527,1,6,0,0,0,495,39,0,0,0,0,0,534,128,46,82,31,87,39,20,14,13,5,4,3,1,20,0,0,1,0,10,8,1,0,0,0,2,12,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau ROC Zuid,0363::SB294,,809,537,4,4,0,0,0,497,51,0,0,3,0,0,548,115,67,78,43,102,32,18,7,5,2,1,8,0,33,0,0,1,2,5,5,3,2,1,0,0,5,0,2
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Gymzaal bij school De Ark,0363::SB295,,1343,641,4,3,0,0,0,597,51,0,0,0,0,0,648,108,67,102,38,75,27,76,12,12,0,0,9,1,73,0,4,2,0,17,2,3,0,0,0,0,13,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Gymzaal bij school De Ark,0363::SB296,,1390,704,6,4,0,0,0,656,59,1,0,1,0,0,715,85,64,118,36,93,53,121,16,13,1,2,10,4,59,0,1,0,0,12,3,0,4,0,1,0,8,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Menno Simonszhuis/Dynamo,0363::SB297,,941,565,0,2,0,0,0,527,40,0,0,0,0,0,567,50,66,103,27,61,32,101,16,2,0,1,3,2,60,0,1,0,0,12,4,2,1,0,0,0,20,0,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Marius ten Catehof,0363::SB298,,1495,803,2,5,0,2,0,742,70,0,0,2,0,0,812,100,89,154,56,82,55,84,38,6,0,2,7,1,79,0,1,3,0,15,3,3,2,0,0,0,22,0,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Woonzorgcentrum Buitenveldert,0363::SB299,,1179,619,6,2,0,0,0,573,55,1,0,1,0,0,628,85,57,157,19,64,28,110,13,5,0,0,3,2,61,0,0,0,0,2,2,1,1,0,0,0,8,1,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau WTC Toren A t/m G,0363::SB300,,0,268,0,1,0,0,0,249,21,1,0,1,0,0,270,96,13,79,5,31,12,10,0,1,1,0,1,0,11,0,0,0,0,1,5,0,1,1,0,0,0,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Sporthallen Zuid,0363::SB301,,405,294,2,1,0,0,0,256,41,0,0,0,0,0,297,71,38,42,17,56,32,9,1,2,0,0,2,1,19,0,2,0,0,1,0,0,0,0,0,0,1,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Portocabin IJselplein,0363::SB302,,1382,682,7,5,0,1,0,643,52,0,0,1,2,0,695,119,65,103,65,153,37,23,15,13,0,5,5,1,44,0,2,0,0,9,7,0,1,1,0,2,10,0,2
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Portocabin IJselplein,0363::SB303,,1402,755,3,2,0,0,0,709,49,0,2,0,0,0,758,137,94,109,82,134,53,21,15,13,1,3,14,0,51,1,1,1,2,3,7,1,3,2,0,1,6,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau VUmc,0363::SB304,,0,191,0,0,0,0,0,178,13,0,0,0,0,0,191,58,16,29,4,40,9,10,2,6,1,0,0,0,13,0,0,1,0,2,0,0,0,0,0,0,0,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Multifunctioneel Centrum Binnenhof,0363::SB305,,1471,986,4,12,0,0,0,912,90,0,0,0,0,0,1002,136,102,237,70,117,41,97,38,17,2,2,2,1,80,0,2,2,1,14,9,4,2,1,0,0,9,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Multifunctioneel Centrum Binnenhof,0363::SB306,,1442,842,6,6,0,2,0,785,73,2,0,4,0,0,858,125,90,173,59,112,45,64,22,12,1,2,5,1,89,0,0,0,2,13,4,5,3,1,0,0,13,0,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Vrije Universiteit Amsterdam,0363::SB307,,0,533,2,1,0,2,0,512,26,0,0,2,0,0,538,139,36,83,23,122,32,21,4,18,0,1,6,0,21,0,0,0,0,13,4,4,2,0,0,1,3,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau De Nieuwe Poort,0363::SB308,,1066,776,2,3,0,0,0,695,86,0,0,0,0,0,781,246,32,244,5,90,27,38,2,6,1,1,4,1,62,0,0,0,0,9,2,0,3,1,0,0,1,1,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau WTC Toren A t/m G,0363::SB309,,0,229,1,3,0,0,0,217,17,1,0,1,0,0,234,82,7,56,5,31,12,6,0,4,0,0,3,0,14,0,0,0,0,4,4,0,0,0,1,0,0,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau IBS El Amien,0363::SB311,,1263,496,6,5,0,0,0,476,31,0,0,0,0,0,507,79,42,23,24,150,41,6,4,69,1,2,4,1,21,0,1,1,1,4,15,0,0,0,0,0,4,0,3
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau IBS El Amien,0363::SB312,,1345,558,0,5,0,0,0,517,46,0,0,0,0,0,563,103,60,29,33,140,40,6,6,64,1,0,12,0,29,0,2,0,1,11,8,1,3,0,0,0,9,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau KBS De Boomgaard,0363::SB313,,1157,806,4,8,0,0,0,745,73,0,0,0,0,0,818,180,66,73,41,202,80,16,8,51,0,2,9,1,36,0,2,1,0,3,27,0,3,1,0,0,4,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Tijl Uilenspiegelschool,0363::SB315,,1379,808,3,11,0,0,0,721,101,0,0,0,0,0,822,124,70,53,45,173,67,12,5,162,1,1,16,0,37,1,0,0,0,18,17,0,2,0,0,0,3,0,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Tijl Uilenspiegelschool,0363::SB316,,1335,694,13,3,0,0,0,626,84,0,0,0,0,0,710,113,48,67,25,164,49,12,7,128,3,1,13,0,29,1,1,0,1,10,10,3,0,0,1,0,8,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Brede School de Springplank,0363::SB317,,1121,404,3,3,0,0,0,369,41,0,0,0,0,0,410,58,35,33,31,90,27,2,1,85,0,0,5,0,15,2,1,2,2,8,3,0,2,0,0,0,2,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Brede School de Springplank,0363::SB318,,1099,460,2,5,0,1,0,408,58,0,1,0,0,0,466,80,41,30,29,105,24,10,8,93,1,0,7,1,11,1,1,1,1,4,9,0,1,0,0,0,2,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Wachterliedpaviljoen,0363::SB319,,1241,579,2,2,0,0,0,553,29,0,1,0,1,0,582,97,50,44,22,158,51,10,6,77,2,2,6,2,25,2,1,0,1,7,10,0,1,0,0,0,4,1,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Wachterliedpaviljoen,0363::SB320,,1268,548,10,4,2,0,0,525,39,0,0,2,0,0,564,88,58,34,31,136,57,22,8,44,3,3,13,0,21,0,2,1,0,8,8,2,1,0,0,1,5,0,2
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Narcis-Queridoschool,0363::SB321,,1075,447,5,5,0,0,0,410,47,0,0,0,0,0,457,68,39,35,33,96,38,10,6,43,1,0,5,3,43,2,0,0,0,2,11,0,4,0,0,0,8,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Narcis-Queridoschool,0363::SB322,,1083,444,2,3,0,0,0,409,40,0,0,0,0,0,449,83,48,28,33,87,44,10,9,49,1,4,5,0,18,0,0,0,0,3,10,1,1,0,0,0,7,0,3
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Centrum voor Ouderen De Boeg,0363::SB325,,1292,1072,6,12,0,0,0,1008,82,0,0,0,0,0,1090,198,89,120,55,241,98,35,16,76,2,2,26,2,63,1,1,0,1,14,22,0,2,2,0,0,6,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau De Volksuniversiteit,0363::SB326,,1370,517,12,7,0,0,0,467,68,0,1,0,1,0,535,80,38,20,20,106,15,8,8,171,1,0,5,1,13,1,1,0,0,8,11,0,0,0,0,0,10,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau De Volksuniversiteit,0363::SB327,,1376,545,4,9,0,0,0,502,56,0,0,0,0,0,558,53,33,39,27,131,26,10,5,168,1,1,11,1,15,1,2,2,0,4,10,0,0,1,0,0,4,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Bos en Lommerschool,0363::SB328,,1444,526,8,10,0,1,0,447,96,0,1,0,0,0,543,56,38,28,26,86,23,4,5,218,1,2,5,0,9,1,1,0,0,7,5,1,0,2,0,0,7,0,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Bos en Lommerschool,0363::SB329,,1414,629,13,14,0,0,0,574,86,0,0,4,0,4,660,80,53,35,31,88,30,9,4,252,0,1,2,0,10,2,1,0,2,10,13,2,0,1,0,0,2,0,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau de Wiltzangh,0363::SB330,,1455,709,4,9,2,0,0,663,63,2,0,4,0,0,726,125,45,55,40,174,40,11,8,153,0,3,10,1,16,0,0,1,1,6,13,1,0,0,0,0,5,0,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau 't Landhuis,0363::SB331,,1145,478,4,3,0,1,0,438,46,0,1,0,0,0,484,86,32,39,25,128,43,4,5,57,3,1,8,2,23,1,0,0,0,5,9,1,0,0,0,0,5,1,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau 't Landhuis,0363::SB332,,1139,507,6,6,0,0,0,507,12,0,0,0,0,0,519,95,35,46,23,118,44,6,6,54,1,2,17,0,28,1,2,1,0,6,4,9,4,0,0,2,3,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Mediacollege,0363::SB333,,77,55,0,0,0,0,0,51,4,0,0,0,0,0,55,15,1,3,5,16,5,1,0,0,0,0,3,0,3,0,0,0,0,1,1,0,0,0,0,1,0,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau MBO College West,0363::SB334,,1578,529,1,4,0,0,0,474,61,0,0,1,0,0,535,80,45,57,25,134,17,8,8,101,1,2,6,0,15,2,0,1,0,10,11,2,1,0,0,0,2,0,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau A.K.C. Blauw-Wit,0363::SB335,,1009,439,0,2,0,0,0,400,40,0,1,0,1,0,440,102,39,39,16,114,31,11,10,38,0,0,5,1,18,1,0,0,1,3,4,3,0,0,0,0,3,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau A.K.C. Blauw-Wit,0363::SB336,,1059,452,0,4,0,2,0,416,38,0,2,0,0,0,454,80,37,57,16,132,45,9,7,22,0,0,7,2,14,0,0,0,0,5,8,0,4,0,0,0,6,1,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Molen van Sloten,0363::SB341,,1063,695,0,1,0,1,0,633,62,0,1,0,0,0,695,95,53,108,44,107,55,50,23,5,0,0,11,0,103,2,2,0,2,8,1,1,4,3,0,0,17,0,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Vrouw en Vaart,0363::SB342,,1694,731,10,11,3,0,0,700,55,0,0,3,0,0,755,100,82,101,50,90,35,37,25,69,2,1,8,0,82,0,0,0,0,18,11,5,0,0,0,1,14,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Prof. Dr. H. Kraemerschool,0363::SB343,,1441,351,5,3,0,0,0,311,48,0,0,0,0,0,359,19,34,8,31,21,8,10,15,140,2,0,2,0,19,7,0,0,0,11,11,2,0,1,0,0,10,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Prof. Dr. H. Kraemerschool,0363::SB344,,1440,342,3,5,0,2,0,312,40,0,0,2,0,0,352,19,27,18,40,26,15,14,9,101,1,2,4,0,29,6,0,0,0,15,5,2,0,1,0,0,8,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Lucas Community,0363::SB345,,1667,762,11,4,0,0,0,707,74,4,0,4,0,0,781,72,110,53,71,70,31,35,45,154,3,2,1,1,71,6,0,2,0,7,4,3,0,0,0,0,20,0,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Osdorpse Montessorischool,0363::SB346,,753,495,4,1,0,0,0,444,56,0,0,0,0,0,500,58,63,52,36,47,13,22,12,97,0,1,3,2,54,0,0,1,0,6,5,0,0,0,0,1,22,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Stadsloket,0363::SB347,,900,407,3,5,0,0,0,374,41,0,0,0,0,0,415,46,41,40,30,37,24,10,14,104,1,2,6,0,22,4,0,1,1,9,5,2,0,0,0,0,8,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Dienstencentrum Osdorperhof,0363::SB348,,1393,648,9,3,1,0,0,605,57,1,0,2,0,0,662,67,65,80,52,79,37,41,42,52,2,1,8,1,58,4,1,0,1,16,6,6,1,0,0,1,26,0,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Ichthusschool,0363::SB349,,940,422,1,2,0,0,0,381,44,0,0,0,0,0,425,53,39,40,33,52,20,22,23,38,0,0,5,0,46,4,2,0,0,19,8,3,0,0,0,0,15,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Ichthusschool,0363::SB350,,929,369,3,2,0,0,0,334,40,0,0,0,0,0,374,28,42,46,25,54,10,25,19,30,2,1,5,3,48,0,1,1,0,9,4,1,0,0,0,0,15,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Verenigingsgebouw Nivon,0363::SB351,,1117,368,2,1,0,0,0,330,41,0,0,0,0,0,371,44,39,21,23,38,13,15,17,112,0,1,0,0,24,1,0,0,0,8,1,5,2,1,0,0,3,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Zorgcentrum Leo Polak,0363::SB352,,1285,410,9,1,0,0,0,357,63,0,0,0,0,0,420,28,44,50,23,28,15,22,13,91,0,2,10,0,57,3,0,2,0,6,7,4,0,0,0,0,4,0,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Zorgcentrum Leo Polak,0363::SB353,,1306,552,9,7,0,0,0,499,70,1,0,1,0,0,569,53,62,49,37,47,22,37,27,125,0,2,5,1,30,2,1,0,1,11,8,8,0,0,0,1,23,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau De Kikker,0363::SB354,,1408,660,17,19,2,0,0,600,98,0,0,2,0,0,698,52,84,36,51,70,19,20,27,217,4,1,9,1,31,2,0,2,1,9,9,5,0,0,0,0,10,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau De Kikker,0363::SB355,,1425,509,2,7,0,2,0,460,60,0,0,2,0,0,520,33,40,32,35,43,15,10,28,206,0,2,1,2,26,1,1,0,2,13,5,3,1,0,0,0,9,0,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Nieuw Amstelrade,0363::SB356,,1483,288,2,0,0,0,0,254,36,0,0,0,0,0,290,28,37,19,12,42,13,6,6,86,1,0,5,0,16,1,1,0,1,5,0,2,2,1,0,0,4,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Basisschool de Odyssee,0363::SB357,,1419,535,3,3,7,0,0,465,69,0,7,0,0,0,534,85,54,81,26,60,20,26,12,84,2,0,2,4,43,0,0,0,0,12,5,8,0,0,0,2,9,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Basisschool De Wereldburger,0363::SB358,,1612,496,2,3,0,2,0,419,80,0,2,0,0,0,499,52,67,63,32,39,18,11,11,113,1,0,1,2,45,3,2,0,0,13,10,1,1,1,0,0,10,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Huis van de Wijk De Aker,0363::SB359,,1221,446,5,5,0,1,0,387,70,0,0,1,0,0,457,38,37,31,40,36,15,25,18,118,0,0,8,2,39,1,1,0,2,9,12,1,0,0,0,1,12,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Huis van de Wijk De Aker,0363::SB361,,1222,633,3,7,20,0,0,543,80,0,20,0,0,0,623,46,63,51,50,57,20,24,45,147,0,2,7,0,60,1,2,1,0,23,10,1,1,1,0,1,20,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Jenaplanschool Atlantis,0363::SB362,,1647,529,7,8,0,0,0,483,61,0,0,0,0,0,544,59,38,40,32,66,21,15,18,149,3,1,4,0,36,0,0,1,1,16,9,5,0,2,0,1,11,0,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Ymere Amsterdam-West,0363::SB363,,1085,572,1,2,0,0,0,518,58,1,0,1,0,0,576,92,94,71,34,100,50,27,10,21,0,0,1,0,42,0,1,0,0,11,6,0,1,0,0,0,11,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Horizon Brenner,0363::SB364,,1329,521,5,1,0,0,0,475,52,0,0,0,0,0,527,67,44,87,17,67,16,22,25,51,0,0,9,1,59,0,0,1,0,22,9,12,0,0,0,0,12,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Horizon Brenner,0363::SB365,,1325,456,2,2,0,1,0,413,49,1,0,2,0,0,462,46,37,68,41,61,15,24,27,34,0,1,0,1,61,2,0,0,0,3,12,4,0,0,0,0,19,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Obs de Horizon,0363::SB366,,1279,663,2,4,0,2,0,588,79,0,2,0,0,0,667,82,92,75,57,78,20,24,24,71,2,0,6,2,69,3,2,0,0,14,8,8,0,2,0,0,23,0,1
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Obs de Horizon,0363::SB367,,1301,777,7,2,0,0,0,701,91,0,0,6,0,0,792,97,89,103,74,79,38,38,48,82,1,0,9,0,53,3,0,0,1,14,11,7,3,1,0,0,26,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Obs de Horizon,0363::SB368,,1292,758,2,3,0,0,0,683,80,0,0,0,0,0,763,102,81,77,62,72,43,28,37,85,0,0,7,2,89,1,1,1,0,30,7,3,2,0,2,0,26,0,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau Basisschool de Odyssee,0363::SB370,,1416,641,4,1,4,0,0,550,100,0,0,4,0,0,650,119,57,96,27,75,27,23,17,116,0,0,3,1,52,3,0,0,1,5,3,2,0,0,0,1,12,1,0
,Amsterdam,GR2018_Amsterdam,Gemeenteraad Amsterdam 2018,0363,Amsterdam,2018-03-21,Stembureau OBA Osdorp,0363::SB371,,793,476,1,6,0,0,0,435,48,0,0,0,0,0,483,52,60,48,35,62,27,18,21,68,1,1,3,0,36,3,0,3,1,20,7,1,0,0,0,1,7,0,1
