contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Leefbaar Rotterdam,Partij van de Arbeid (P.v.d.A.),Democraten 66 (D66),SP (Socialistische Partij),VVD,CDA,GROENLINKS,NIDA Rotterdam,ChristenUnie-SGP,Partij voor de Dieren,De Broederschapspartij,50PLUS,PVV (Partij voor de Vrijheid),DENK,JEZUS LEEFT,Stadsinitiatief Rotterdam,U-Buntu Connected Front (UCF),De Nieuwe Rotterdamsche Partij (NRP),Beweging Armoedebestrijding Rotterdam,Jong Rotterdam
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Vlasakkerstraat 12,0599::SB321,3074 WX,1585,537,8,3,0,2,0,455,95,0,0,2,0,0,550,59,39,55,17,7,10,13,76,9,5,0,14,14,210,5,2,0,1,1,0
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Immanuel Kantstraat 2,0599::SB322,3076 DK,1110,510,4,2,0,0,0,467,49,0,0,0,0,0,516,213,38,24,17,45,38,28,4,15,19,0,23,14,14,1,6,1,6,3,1
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Stichtseplein 2,0599::SB323,3074 TN,1422,458,7,12,0,0,0,394,83,0,0,0,0,0,477,36,44,48,11,6,17,12,64,10,8,0,8,11,164,4,5,3,2,4,1
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Persoonsdam 139 links,0599::SB324,3071 EE,1423,365,4,6,0,5,0,285,95,0,0,5,0,0,380,14,19,12,24,14,7,22,111,7,10,0,8,7,100,0,4,2,2,1,1
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Middelharnisstraat 153A,0599::SB325,3086 GJ,1738,702,7,9,0,2,0,629,87,0,2,0,0,0,716,140,94,28,61,15,26,39,88,20,13,0,20,29,104,10,2,4,1,7,1
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Stieltjesstraat 30,0599::SB326,3071 JX,1627,918,3,4,0,1,0,844,80,0,1,0,0,0,924,173,116,141,37,127,32,139,20,22,30,0,22,15,8,2,21,4,6,1,2
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Aalreep 8,0599::SB327,3192 SE,1157,650,4,6,0,2,0,597,65,0,0,2,0,0,662,217,46,29,31,46,67,40,6,24,21,0,49,44,5,8,4,0,3,4,6
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Lokhorst 200,0599::SB328,3085 WZ,1100,508,4,3,0,1,0,455,59,0,1,0,0,0,514,138,72,28,23,25,33,27,24,11,10,0,31,42,22,2,7,1,1,10,1
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Herkingenstraat 84 links,0599::SB329,3086 BJ,1798,519,5,7,0,2,0,475,54,0,2,0,0,0,529,104,79,28,32,18,20,30,42,18,16,0,17,22,70,3,4,4,0,8,4
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Langenhorst 104,0599::SB330,3085 HR,1074,503,0,3,0,0,0,439,67,0,0,0,0,0,506,136,38,15,27,20,16,32,32,37,12,0,21,37,65,1,4,5,2,3,0
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Oleanderplein 43 links,0599::SB331,3073 JX,1596,638,5,23,0,1,0,537,128,0,1,0,0,0,665,28,42,37,36,13,8,27,130,4,3,0,9,9,274,3,4,3,1,5,2
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Krabbendijkestraat 238 links,0599::SB332,3086 LW,1649,609,1,5,0,0,0,543,67,0,5,0,5,0,610,128,66,30,28,32,26,32,49,21,14,0,21,23,111,7,7,2,1,6,5
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Puitstraat 101,0599::SB333,3192 SH,1229,526,3,6,0,2,0,497,40,0,0,2,0,0,537,153,40,28,37,29,46,27,8,36,26,0,36,38,9,3,6,0,1,1,2
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Krabbendijkestraat 238 rechts,0599::SB334,3086 LW,2055,664,7,5,0,6,0,596,86,0,0,6,0,0,682,151,56,32,43,23,20,35,76,18,12,0,22,34,122,1,8,0,3,6,2
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Nieuwe Wetering 251 links,0599::SB335,3194 TB,1263,489,8,2,0,0,0,446,53,0,0,0,0,0,499,150,43,14,23,35,50,22,11,8,11,0,36,43,18,2,7,0,4,3,9
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Herkingenstraat 84 rechts,0599::SB336,3086 BJ,1799,457,3,6,0,8,0,394,64,0,8,0,0,0,458,81,68,27,34,16,17,15,51,13,10,0,16,24,63,0,4,5,0,13,0
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Afrikaanderplein 7 links,0599::SB337,3072 EA,2087,778,11,26,0,12,0,648,155,0,12,0,0,0,803,63,51,32,30,15,15,36,151,6,7,0,12,16,321,1,9,8,0,3,2
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Herenoord 6,0599::SB338,3079 JJ,1577,511,2,4,0,1,0,454,62,0,1,0,0,0,516,161,57,19,22,20,30,30,29,27,17,0,15,26,33,8,2,1,6,6,2
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Maashaven O.z. 151 rechts,0599::SB339,3072 HS,2000,491,4,6,0,0,0,426,75,0,0,0,0,0,501,45,59,31,35,11,9,30,63,9,7,1,15,11,147,3,8,1,3,3,0
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Montfoortverloop 17,0599::SB340,3077 XM,1565,360,1,5,0,1,0,316,51,0,0,1,0,0,367,94,50,20,28,8,4,20,26,14,10,0,13,21,34,3,1,3,3,3,5
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Drakenstein 22,0599::SB341,3085 NN,2057,692,3,3,0,0,0,624,74,0,0,0,0,0,698,224,72,31,32,14,33,18,31,17,16,0,72,51,63,0,3,1,6,4,4
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Noorderhagen 80,0599::SB342,3078 CK,1559,516,4,10,0,1,0,468,63,0,0,1,0,0,531,113,70,16,28,10,29,21,44,19,13,0,26,34,75,2,4,1,3,6,2
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Biezenkreek 15,0599::SB343,3079 SK,1152,415,4,5,0,1,0,378,45,0,1,0,0,0,423,135,32,13,28,12,17,19,17,34,14,0,23,33,24,4,1,5,1,3,0
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Carnissedreef 280,0599::SB344,3084 NN,1762,644,7,5,0,9,0,627,38,0,0,9,0,0,665,148,81,31,38,23,21,62,33,16,29,2,18,47,79,0,7,0,1,6,2
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Hijkerveld 9,0599::SB345,3085 PA,1946,672,10,12,0,0,0,617,80,0,0,3,3,0,697,159,67,34,55,17,23,39,40,15,23,0,40,27,95,8,5,7,2,16,0
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Pietersdijk 60,0599::SB346,3079 TD,1086,364,2,3,0,1,0,318,52,0,0,1,0,0,370,120,21,18,27,17,15,22,19,30,16,0,8,11,25,0,6,6,1,0,2
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Laantjesweg 230,0599::SB347,3074 SZ,1580,642,8,9,0,0,0,536,118,0,5,0,5,0,654,41,58,43,29,9,17,34,100,7,8,1,11,15,253,0,3,3,4,6,0
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Slaghekstraat 140,0599::SB348,3074 TN,1671,604,11,11,0,3,0,521,108,0,0,3,0,0,629,22,51,32,27,6,12,21,105,4,5,0,10,8,287,1,7,1,1,4,0
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Zuidpolderstraat 47,0599::SB349,3074 XT,1465,434,5,7,0,0,0,382,64,0,0,0,0,0,446,43,52,23,6,18,3,27,63,19,13,0,7,14,133,1,4,4,1,2,1
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Nieuwe Wetering 251 rechts,0599::SB350,3194 TB,1296,472,1,5,0,3,0,424,51,0,3,0,0,0,475,147,59,18,34,41,23,29,7,4,16,0,22,49,13,2,5,0,1,2,0
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Arcenstraat 31 links,0599::SB351,3077 HA,1420,393,1,0,0,2,0,344,52,0,0,2,0,0,396,110,33,11,32,12,8,27,15,13,19,0,15,31,43,4,3,0,3,7,7
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Alverstraat 141,0599::SB352,3192 TN,1870,670,3,4,0,2,0,617,62,0,0,2,0,0,679,196,60,37,41,36,50,28,14,36,21,0,59,53,14,2,9,1,4,4,5
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Akkerwinde 1 links,0599::SB353,3191 RA,1158,515,1,5,0,0,0,479,42,0,0,0,0,0,521,166,42,41,35,31,35,22,2,18,14,0,50,34,0,2,10,0,6,1,6
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Oudelandstraat 75 links,0599::SB354,3073 LJ,1630,579,0,0,0,4,0,516,67,0,0,4,0,0,583,135,51,17,33,11,5,23,58,7,21,0,21,52,126,4,10,0,0,5,0
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Pirandellostraat 43,0599::SB355,3076 KW,1758,540,3,5,0,0,0,497,51,0,0,0,0,0,548,130,87,19,22,19,24,31,20,34,27,1,10,33,59,8,5,2,2,6,1
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Oudelandstraat 75 rechts,0599::SB356,3073 LJ,2061,466,2,10,0,0,0,418,60,0,0,0,0,0,478,102,41,32,50,10,0,20,36,15,11,0,17,33,87,2,6,0,0,2,2
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Schinnenbaan 130,0599::SB357,3077 JJ,1736,612,3,11,0,0,0,555,71,0,0,0,0,0,626,190,83,15,45,26,19,31,20,21,17,1,34,64,23,4,2,5,3,6,3
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Max Havelaarweg 55 rechts,0599::SB358,3193 VA,1127,331,2,3,0,0,0,318,18,0,0,0,0,0,336,92,44,19,11,24,7,12,10,7,14,0,34,35,11,2,3,1,0,2,3
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Horsweg 10,0599::SB359,3192 ED,1079,467,4,7,0,0,0,447,31,0,0,0,0,0,478,144,35,18,29,27,39,36,27,12,16,0,31,34,6,6,4,0,1,1,1
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Schere 39 links,0599::SB360,3085 DT,1143,335,2,3,0,1,0,294,47,0,0,1,0,0,341,71,36,11,20,15,13,19,29,8,4,0,25,19,42,0,6,1,1,10,5
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Grift 42,0599::SB361,3075 SB,1472,629,5,4,0,2,0,576,64,0,0,2,0,0,640,220,37,23,55,14,22,35,23,13,21,0,43,52,46,9,6,1,1,4,4
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Schuilingsoord 8,0599::SB362,3079 NG,704,334,4,4,0,0,0,314,28,0,0,0,0,0,342,122,38,12,10,17,26,25,1,16,7,1,29,16,5,1,3,1,2,1,1
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Jan Ligthartstraat 6,0599::SB363,3083 AM,1467,457,3,12,0,1,0,420,53,0,0,1,0,0,473,128,28,19,48,7,8,21,28,7,23,0,25,42,52,9,2,1,2,5,2
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Oude Watering 324,0599::SB364,3077 RE,1011,458,4,6,2,0,0,419,51,0,0,2,0,0,470,111,55,23,34,16,14,32,25,25,14,0,23,30,29,3,5,3,7,7,2
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Persoonshaven 650,0599::SB365,3071 CL,1150,384,3,13,0,0,0,345,55,0,0,0,0,0,400,17,30,14,31,8,7,21,70,6,8,0,8,13,131,2,4,2,2,10,0
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Slingeplein 10,0599::SB366,3085 EZ,1595,569,3,2,0,0,0,528,46,0,0,0,0,0,574,182,48,15,58,26,35,26,8,14,16,0,42,47,31,6,3,2,7,1,2
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Spoorweghaven 172 links,0599::SB367,3071 ZG,1135,496,4,7,0,0,0,429,79,0,0,1,0,0,508,79,62,32,38,18,7,30,77,9,9,0,9,24,76,0,3,7,5,10,1
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Van Langendonckstraat 51,0599::SB368,3076 SH,1674,521,0,14,0,5,0,486,44,0,5,0,0,0,530,169,49,17,26,15,20,40,29,16,18,0,25,50,31,4,6,0,3,1,2
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Heidestraat 9,0599::SB369,3073 GZ,2189,656,12,16,2,0,0,541,141,0,2,0,0,0,682,34,47,32,30,5,8,28,83,16,8,0,15,16,311,4,4,3,3,7,2
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Othelloweg 8 links,0599::SB370,3194 GS,1187,231,1,2,0,0,0,204,30,0,0,0,0,0,234,36,40,9,13,12,9,18,11,0,2,0,18,21,22,6,3,4,4,0,3
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau W.G. Witteveenplein 10,0599::SB371,3071 MA,1432,1014,6,12,0,0,0,924,108,0,0,0,0,0,1032,126,122,185,40,120,48,146,60,26,28,1,18,6,47,2,24,1,4,7,3
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Gebbeweg 14B,0599::SB372,3192 GE,1468,349,6,3,0,0,0,335,23,0,0,0,0,0,358,124,33,14,23,9,30,19,6,11,9,0,22,26,10,1,5,0,1,5,1
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Mosoelstraat 20,0599::SB373,3193 EL,1307,504,3,4,0,2,0,460,53,0,0,2,0,0,513,141,50,43,18,26,36,21,12,11,14,0,39,38,31,5,5,1,3,4,6
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Maaskade 39,0599::SB374,3071 NB,977,462,3,7,0,0,0,438,34,0,0,0,0,0,472,95,44,59,24,73,20,40,16,9,13,0,17,15,16,0,14,1,3,1,2
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Talingstraat 8,0599::SB375,3082 MH,1773,638,3,2,0,3,0,586,60,0,0,3,0,0,646,158,61,31,47,22,44,50,66,30,20,0,31,27,32,4,4,1,9,1,0
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Molenvliet 208 rechts,0599::SB376,3076 CM,884,415,1,1,0,3,0,398,22,0,0,3,0,0,420,157,48,21,22,17,23,30,8,20,8,0,14,20,20,0,1,2,0,3,1
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Maashaven O.z. 151 links,0599::SB377,3072 HS,1338,600,2,10,0,1,0,497,114,0,1,0,0,0,611,69,61,40,24,26,14,40,80,9,8,0,9,9,188,3,8,3,2,6,1
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Millinxstraat 69,0599::SB378,3081 PE,1852,536,1,7,0,0,0,497,47,0,0,0,0,0,544,51,63,38,31,25,13,47,44,26,18,0,5,18,128,0,7,3,8,5,6
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Homerusplein 1,0599::SB379,3076 LZ,1545,391,0,4,0,1,0,348,46,0,1,0,0,0,394,58,43,19,35,5,12,12,48,10,12,0,23,27,71,1,3,0,2,10,0
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Zwartewaalstraat 40 links,0599::SB380,3081 HZ,2080,523,2,9,0,4,0,474,64,0,0,4,0,0,538,91,55,23,23,15,21,45,56,25,16,0,10,27,101,4,5,1,2,1,2
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Aesopusplaats 2,0599::SB381,3076 BA,1157,366,1,10,0,1,0,349,29,0,0,1,0,0,378,116,44,20,22,17,14,28,3,18,14,0,17,22,21,3,2,1,2,0,2
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Clemensstraat 111 links,0599::SB382,3082 CE,2169,774,3,19,0,5,0,700,101,0,0,5,0,0,801,139,76,29,54,20,21,64,75,32,27,0,17,31,162,2,0,4,5,14,2
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Gebbeweg 14,0599::SB383,3192 GE,1832,742,11,5,0,0,0,698,65,0,0,5,0,0,763,265,73,45,49,44,52,28,13,27,23,0,52,51,7,1,5,0,2,2,3
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Zwartewaalstraat 40 rechts,0599::SB384,3081 HZ,2505,641,6,6,0,0,0,571,80,0,2,0,0,0,651,106,79,27,40,16,15,53,69,25,27,0,14,36,107,3,6,4,1,9,4
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Ravenswaard 5,0599::SB385,3078 PG,1326,628,0,5,0,4,0,577,60,0,0,4,0,0,637,233,70,8,43,21,68,18,6,33,18,1,47,43,6,2,5,0,2,4,0
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Herenwaard 17,0599::SB386,3078 AK,971,455,3,5,0,1,0,425,39,0,0,1,0,0,464,127,52,17,19,23,21,30,27,16,15,0,26,26,26,4,10,3,4,6,3
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Menanderstraat 89,0599::SB387,3076 AG,1535,651,5,22,0,4,0,582,92,0,4,0,0,0,674,146,54,36,32,12,19,33,75,13,11,1,37,20,131,2,8,3,2,14,2
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Wolphaertsbocht 399,0599::SB388,3081 KK,1898,583,3,11,1,0,0,518,80,0,0,1,0,0,598,52,58,27,39,8,15,18,125,14,11,0,7,25,160,6,4,1,2,9,2
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Katendrechtse Lagedijk 186,0599::SB389,3081 ZD,1874,455,3,10,0,3,0,431,40,0,0,3,0,0,471,79,51,29,30,20,30,40,32,23,10,0,11,15,59,4,6,5,4,5,2
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Van Swietenlaan 1B,0599::SB390,3083 DR,1341,458,0,4,0,0,0,423,39,0,0,0,0,0,462,108,54,32,35,32,17,50,18,12,27,0,14,12,28,2,10,1,0,1,5
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Bevelandsestraat 30,0599::SB391,3083 NA,1346,451,4,6,0,0,0,419,42,0,0,0,0,0,461,92,52,35,42,25,9,33,30,27,27,0,14,23,28,3,3,3,1,2,2
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Rijkeeplein 2,0599::SB392,3191 VD,1455,629,5,6,0,2,0,571,67,0,2,0,0,0,638,187,63,36,19,40,36,39,19,20,23,0,55,52,12,1,9,5,3,9,1
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Cromme Meth 60,0599::SB393,3191 TG,1502,687,2,4,0,0,0,616,77,0,0,0,0,0,693,211,69,29,26,45,45,41,7,26,26,0,60,52,9,3,12,3,3,6,14
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Carnissedreef 6 links,0599::SB394,3084 NN,1809,197,1,1,0,1,0,175,25,0,0,1,0,0,200,42,20,9,11,9,6,18,12,12,8,0,4,13,25,1,1,0,2,3,1
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Aalsdijk 16 rechts,0599::SB395,3079 RK,1137,408,1,11,0,3,0,388,35,0,0,3,0,0,423,112,39,36,29,24,16,24,11,7,10,0,23,24,34,2,6,5,3,1,2
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Spoorweghaven 172 rechts,0599::SB396,3071 ZG,594,449,2,13,0,0,0,392,72,0,0,0,0,0,464,72,57,25,41,14,14,22,78,11,7,0,13,14,67,2,3,1,1,6,1
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Landmanstraat 2,0599::SB397,3082 WL,943,549,3,8,0,0,0,510,50,0,0,0,0,0,560,105,69,45,27,23,16,47,36,39,23,0,18,34,41,3,11,0,3,6,3
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Klencke 7,0599::SB398,3191 VK,1270,454,6,4,0,2,0,424,38,0,2,0,0,0,462,110,58,22,49,14,40,18,8,24,12,0,36,34,16,2,8,1,0,1,1
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Huniadijk 251,0599::SB399,3079 EG,1337,668,5,2,0,1,0,607,69,0,0,1,0,0,676,170,84,41,41,22,44,48,39,42,17,0,39,31,29,4,7,3,2,4,1
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Velsenaerstraat 214 links,0599::SB400,3195 RP,1217,634,0,3,0,0,0,577,58,0,2,0,2,0,635,228,27,23,23,41,116,19,4,34,17,0,52,36,2,3,3,0,0,1,5
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Sluiskreek 322,0599::SB401,3079 BD,1081,482,5,1,0,0,0,432,56,0,0,0,0,0,488,144,42,17,29,11,18,37,18,27,19,0,11,39,57,0,6,1,1,3,2
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Akkerwinde 1 midden,0599::SB402,3191 RA,1080,451,3,0,0,4,0,406,52,0,0,4,0,0,458,153,46,23,16,38,22,26,0,20,13,0,44,31,2,1,11,0,1,0,4
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Schere 39 rechts,0599::SB403,3085 DT,1285,392,4,10,0,2,0,364,40,0,2,0,0,0,404,71,43,23,38,14,15,20,17,10,8,0,22,22,64,1,11,1,0,10,2
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Othelloweg 8 rechts,0599::SB404,3194 GS,1169,367,4,7,0,1,0,344,35,0,0,1,0,0,379,67,43,16,25,15,18,25,20,11,18,0,22,31,24,8,3,1,7,8,5
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Voornsevliet 4 links,0599::SB405,3082 KZ,797,390,0,2,0,2,0,344,46,0,2,0,0,0,390,90,33,21,41,8,11,31,12,32,20,0,15,21,38,2,4,1,3,4,3
,Rotterdam,GR2018_Rotterdam,Gemeenteraad Rotterdam 2018,0599,Rotterdam,2018-03-21,Stembureau Carnissedreef 6 rechts,0599::SB406,3084 NN,1631,231,1,4,0,1,0,200,37,0,0,1,0,0,237,41,23,12,10,7,5,16,17,19,7,0,7,11,38,1,6,2,4,5,0
