contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Democraten 66 (D66),PVV (Partij voor de Vrijheid),Partij van de Arbeid (P.v.d.A.),Haagse Stadspartij,VVD,CDA,Groep de Mos / Hart voor Den Haag,SP (Socialistische Partij),GROENLINKS,Islam Democraten,Partij van de Eenheid,ChristenUnie-SGP,Partij voor de Dieren,14,50PLUS,NIDA,Dynamo Den Haag,Bond voor Studenten Actie,Haagse Toekomst,Samen070
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Fonteynenburg,0518::SB779,2492 PM,3149,976,10,3,0,8,0,892,105,0,0,8,0,0,997,121,62,72,25,200,55,182,29,81,6,1,27,46,1,36,14,2,2,1,13
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Fonteynenburg,0518::SB780,2492 PM,2058,1091,4,2,0,9,0,964,124,0,9,0,0,0,1088,136,81,65,21,219,78,201,28,78,5,4,45,35,2,57,9,4,0,7,16
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Wijkcentrum Piet Vink,0518::SB781,2497 ED,1051,462,6,3,0,0,0,409,62,0,0,0,0,0,471,55,17,24,16,96,32,94,12,35,4,0,13,30,0,25,4,0,0,1,4
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Wijk- en dienstencentrum De Sprong,0518::SB801,2512 BL,2095,601,7,5,0,0,0,530,83,0,0,0,0,0,613,62,33,37,94,48,71,46,28,86,6,3,9,34,0,9,16,5,2,1,11
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Hogeschool InHolland,0518::SB803,2593 AN,1626,840,2,4,0,0,0,776,70,0,0,0,0,0,846,203,15,55,52,181,35,71,13,129,0,0,12,35,1,22,0,4,3,8,1
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Tweede Kamer Binnenhof,0518::SB804,2513 AA,153,1123,1,5,0,0,0,1047,84,0,0,2,0,0,1131,271,21,58,68,207,49,63,12,230,3,1,43,49,0,16,2,8,10,7,5
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Boekhandel Paagman,0518::SB805,2582 CB,2226,1324,1,12,0,1,0,1219,119,0,0,1,0,0,1338,241,32,67,90,295,49,163,28,182,1,1,44,94,3,24,1,4,0,4,1
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Centraal Station,0518::SB806,2595 AA,103,1855,13,20,0,16,0,1770,134,0,0,16,0,0,1904,380,41,116,133,232,68,174,48,355,19,13,60,131,2,25,17,10,8,15,8
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Bibliotheek Transvaal,0518::SB808,2526 JB,2224,1076,6,27,0,19,0,858,270,0,0,19,0,0,1128,52,32,102,12,27,183,107,15,46,196,132,9,4,1,11,118,0,1,12,16
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau HMC Westeinde,0518::SB809,2512 VA,816,582,3,6,0,0,0,519,72,0,0,0,0,0,591,84,19,36,38,52,31,65,21,61,48,14,30,33,1,13,17,1,3,5,10
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Bibliotheek Ypenburg,0518::SB812,2496 SR,1380,771,2,9,0,2,0,672,108,0,2,0,0,0,780,83,37,61,22,107,48,170,11,61,17,4,57,31,0,29,23,3,1,1,5
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Bibliotheek Leidschenveen,0518::SB813,2492 JT,1796,1289,6,5,0,1,0,1136,163,0,1,0,0,0,1299,186,81,67,30,253,67,222,35,113,12,6,51,65,2,62,12,3,4,1,17
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Station Hollands Spoor,0518::SB817,2515 BW,171,1248,7,9,0,2,0,1165,101,0,0,2,0,0,1266,228,27,97,88,98,69,78,26,261,20,37,36,84,2,7,39,8,17,17,9
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau François Vatelschool,0518::SB818,2592 TD,570,241,0,2,0,0,0,223,20,0,0,0,0,0,243,28,26,16,14,28,10,45,9,18,0,2,9,23,0,11,0,0,0,2,0
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Centraal Station,0518::SB820,2595 AA,550,1505,9,16,0,2,0,1434,94,0,2,0,0,0,1528,327,34,87,90,192,60,110,30,365,11,6,34,90,1,12,17,13,9,13,4
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Postkantoor,0518::SB821,2513 AZ,705,678,2,1,0,0,0,621,60,0,0,0,0,0,681,107,21,50,61,133,22,50,18,107,3,6,16,40,0,25,7,6,1,3,2
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Boekhandel Paagman,0518::SB822,2582 CB,34,1342,3,7,0,3,0,1221,134,0,0,3,0,0,1355,227,21,53,109,330,67,162,19,175,0,4,35,93,5,27,6,2,0,4,3
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Clubhuis De Mussen,0518::SB824,2526 CM,2260,914,2,22,0,0,0,763,175,0,0,0,0,0,938,54,39,103,32,14,69,78,25,53,155,142,17,22,0,5,81,0,1,14,10
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Pulchri Studio,0518::SB828,2514 EA,326,237,1,1,0,0,0,218,21,0,0,0,0,0,239,35,5,16,22,54,15,19,11,25,0,0,7,15,0,12,0,1,0,0,0
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau ProDemos,0518::SB829,2511 AA,77,155,1,1,0,0,0,145,12,0,0,0,0,0,157,35,0,10,20,13,2,15,4,39,0,0,6,7,1,0,1,2,0,0,0
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Boekhandel Paagman Centrum,0518::SB830,2511 CM,306,442,3,1,0,1,0,418,27,0,1,0,0,0,445,83,12,18,35,65,25,38,13,74,0,1,19,38,0,8,9,0,2,1,1
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Ministerie van Binnenlandse Zaken,0518::SB831,2511 DP,954,1044,1,2,0,8,0,980,76,1,0,9,0,0,1056,251,15,88,76,163,46,79,18,156,7,12,38,41,1,11,26,6,7,0,3
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau KunstHONK,0518::SB833,2513 EB,1470,429,5,0,0,0,0,399,35,0,0,0,0,0,434,65,14,27,62,43,8,49,13,84,6,0,8,29,2,6,6,3,1,2,1
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Haagsche Bluf,0518::SB835,2511 CN,427,160,2,0,0,0,0,151,11,0,0,0,0,0,162,17,8,18,14,13,9,22,7,14,3,3,9,12,0,3,3,2,1,2,0
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Pop-up stembureau 1,0518::SB841,2584 AA,0,113,1,1,0,0,0,97,18,0,0,0,0,0,115,12,9,13,2,13,13,21,4,10,0,1,3,5,0,4,0,1,0,1,1
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Pop-up stembureau 2,0518::SB842,2584 AA,0,123,0,0,0,0,0,113,10,0,0,0,0,0,123,10,3,9,6,29,9,15,6,18,1,1,4,9,0,3,0,0,0,0,0
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Pop-up stembureau 3,0518::SB843,2584 AA,0,173,1,0,0,0,0,159,15,0,0,0,0,0,174,14,5,14,11,16,28,34,2,12,6,1,16,6,0,3,1,0,0,0,4
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Pop-up stembureau 4,0518::SB844,2584 AA,0,226,8,5,0,0,0,226,13,0,0,0,0,0,239,14,10,17,7,63,36,23,10,15,0,0,6,11,0,13,0,0,0,1,0
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Mobiel stembureau 1,0518::SB848,2584 AA,0,125,0,1,0,0,0,112,14,0,0,0,0,0,126,19,2,7,19,6,2,13,4,31,3,0,0,13,0,0,1,2,0,3,0
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Mobiel stembureau 2,0518::SB849,2584 AA,0,165,2,3,0,0,0,161,9,0,0,0,0,0,170,35,2,3,6,42,5,25,1,26,0,0,2,12,0,3,0,0,2,0,1
,'s-Gravenhage,GR2018_sGravenhage,Gemeenteraad 's-Gravenhage 2018,0518,'s-Gravenhage,2018-03-21,Stembureau Stemtram (lijn 11),0518::SB850,,0,89,0,0,0,0,0,80,9,0,0,0,0,0,89,17,1,7,9,11,1,18,3,11,0,0,3,3,0,2,2,0,0,0,1
