contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),Christen Democratisch Appèl (CDA),SP (Socialistische Partij),Democraten 66 (D66),GROENLINKS,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,Piratenpartij,Partij voor Mens en Spirit (MenS),Nederland Lokaal,Libertarische Partij (LP),Democratisch Politiek Keerpunt DPK,50PLUS,Liberaal Democratische Partij (LibDem),Anti Europa Partij,SOPN,Partij van de Toekomst (PvdT),Politieke Partij NXD
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Obs De Vlaamse Reus,0363::SB500,,1336,812,2,0,192,272,76,39,83,67,15,15,3,24,4,1,0,0,2,18,0,0,1,0,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Obs De Vlaamse Reus,0363::SB501,,1089,774,0,1,190,238,102,31,75,64,28,5,0,19,3,0,0,0,1,16,0,0,1,1,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Obs De Vlaamse Reus,0363::SB502,,1243,796,0,0,179,277,95,27,76,65,18,5,0,19,4,1,0,0,2,28,0,0,0,0,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Ipabo,0363::SB503,,1337,671,4,6,58,385,22,30,61,59,28,4,4,10,2,1,0,2,0,4,0,0,1,0,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Ipabo,0363::SB504,,1312,790,6,6,81,459,17,38,77,70,24,4,0,11,2,0,0,0,0,3,0,0,3,1,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Verpleeghuis Slotervaart,0363::SB505,,1238,947,3,1,239,321,76,35,60,128,38,9,0,20,1,1,0,0,0,17,1,0,0,1,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Calvijn juniorcollege Meetingpoint,0363::SB506,,887,717,0,0,230,184,31,11,40,148,32,10,0,15,6,0,0,0,0,10,0,0,0,0,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Stichting Eigenwijks,0363::SB507,,976,639,3,8,74,320,45,28,52,52,26,6,0,16,2,2,0,1,0,9,0,0,3,3,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Dr. Coronelschool,0363::SB508,,939,356,0,3,20,201,9,13,50,30,9,9,1,7,3,0,0,0,0,3,0,0,1,0,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Woon- en Zorgcentrum De Riekerhof,0363::SB509,,1414,755,2,6,162,302,44,29,75,90,25,3,0,10,2,1,0,0,0,9,0,1,0,1,1
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Brede school Fiep Westendorp,0363::SB510,,1398,801,0,3,147,317,53,27,76,98,29,3,1,23,5,1,0,0,0,17,1,0,1,2,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Brede school Fiep Westendorp,0363::SB511,,1489,796,2,3,139,322,33,29,61,129,28,18,2,15,1,2,0,0,0,15,0,0,1,1,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau RK basisschool de Mijlpaal,0363::SB513,,1166,832,4,3,170,355,76,25,62,66,26,7,0,20,0,3,0,0,0,21,0,0,1,0,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau RK basisschool de Mijlpaal,0363::SB514,,1125,823,0,3,143,346,79,19,96,60,39,3,0,18,4,2,1,1,0,11,0,0,0,1,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau dep. de Mijlpaal,0363::SB515,,1421,1138,1,3,306,345,110,30,101,124,40,15,0,31,8,1,0,0,1,25,0,0,1,0,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau dep. de Mijlpaal,0363::SB516,,1473,1179,0,6,289,385,101,40,104,124,46,8,1,41,5,4,0,0,2,22,0,0,4,2,1
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Dienstencentrum Oostoever,0363::SB517,,826,653,5,1,105,251,60,30,71,44,31,12,0,23,1,0,0,0,2,23,0,0,0,0,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau De Alliantie,0363::SB518,,1615,846,6,7,107,446,57,24,90,60,19,9,0,20,0,0,0,1,1,11,0,1,0,0,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau 7e Montessori - gymzaal,0363::SB522,,1121,921,3,3,278,231,29,29,51,225,46,4,0,14,4,2,0,0,0,7,0,0,0,1,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Al Wafa Islamitische Basisschool,0363::SB531,,1375,660,2,4,54,352,48,23,68,47,16,6,2,21,2,0,0,0,1,13,0,0,5,2,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Al Wafa Islamitische Basisschool,0363::SB532,,1450,682,3,5,72,313,58,30,65,51,25,14,1,26,1,1,1,0,0,21,0,0,0,3,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Veerkracht Gereformeerde Basisschool,0363::SB535,,1376,557,0,11,54,258,61,27,71,27,14,15,0,13,2,1,0,0,2,10,0,1,0,0,1
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Veerkracht Gereformeerde Basisschool,0363::SB536,,1354,599,4,3,59,297,50,16,82,35,14,13,0,17,7,1,0,0,0,4,0,0,2,2,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Zorgcentrum Nieuw Geuzenveld,0363::SB537,,1439,1075,0,8,185,398,184,55,107,54,18,6,0,19,2,1,1,1,0,34,1,0,2,7,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau 't Koggeschip Katholieke Basisschool,0363::SB538,,1491,772,4,9,68,401,110,44,68,30,11,5,1,17,3,1,0,0,1,10,0,0,0,2,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Stadsdeelkantoor Nieuw-West,0363::SB539,,1115,1162,2,13,152,533,105,42,122,77,37,20,1,23,6,4,3,1,0,32,0,0,1,2,1
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau De Multibox/Eigenwijks,0363::SB540,,1058,495,2,5,48,275,39,27,58,18,5,7,0,8,0,1,0,0,0,6,0,1,1,0,1
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau De Multibox/Eigenwijks,0363::SB541,,1245,567,1,5,55,278,55,22,65,30,13,9,1,16,2,0,0,0,1,14,0,0,0,4,2
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Timotheusschool,0363::SB542,,1464,562,5,3,66,290,50,24,51,40,11,4,0,14,5,0,0,2,2,2,1,0,0,0,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Timotheusschool,0363::SB543,,1372,631,1,3,69,313,49,31,60,49,13,12,2,12,4,0,0,0,0,15,0,1,1,0,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau A.H. Gerhardhuis/Osira Groep,0363::SB544,,1382,815,2,4,72,365,76,49,85,64,39,6,2,30,6,1,0,1,0,17,0,0,1,1,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau SBO De Kans,0363::SB545,,1394,597,1,3,65,270,80,25,69,24,13,11,0,14,5,1,0,1,0,14,1,0,3,1,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau School De Wissel,0363::SB546,,891,448,0,4,54,169,46,13,46,45,20,6,3,19,4,2,0,0,0,16,1,2,1,1,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau School De Wissel,0363::SB547,,948,479,2,0,94,147,44,17,58,56,11,7,3,15,5,0,1,0,0,19,0,1,1,0,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau De Ontmoeting - ingang Fysiotherapie,0363::SB548,,974,489,3,2,49,215,55,23,50,31,19,9,0,14,2,1,0,0,1,17,0,1,2,0,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau De Ontmoeting - ingang Fysiotherapie,0363::SB549,,884,496,0,1,42,226,62,15,63,29,16,7,1,12,2,0,0,0,0,15,0,0,0,5,1
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Het Pluspunt Geuzenveld,0363::SB550,,966,581,1,3,81,245,50,31,71,42,18,12,1,16,3,0,0,0,0,10,0,0,0,0,1
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Het Pluspunt Geuzenveld,0363::SB551,,696,494,2,2,74,224,18,23,68,32,19,13,3,11,1,0,0,0,1,5,0,0,1,1,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Goeman Borgesiusschool,0363::SB552,,1068,682,1,3,122,281,106,17,70,26,7,5,1,21,1,1,0,0,1,22,0,0,0,1,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Goeman Borgesiusschool,0363::SB553,,1115,638,0,3,77,310,86,33,56,28,14,5,3,11,0,0,0,1,0,13,1,0,0,0,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Pieter Jelles Troelstraschool,0363::SB555,,831,527,2,3,72,209,84,20,65,20,17,2,1,9,6,0,0,0,1,19,0,0,0,2,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Pieter Jelles Troelstraschool,0363::SB556,,837,437,2,7,29,228,48,10,52,18,9,6,2,13,6,1,0,0,0,14,0,0,0,1,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Stadsdeelkantoor Noord,0363::SB600,,1452,696,2,2,106,296,55,19,80,66,29,3,3,13,3,0,0,2,1,15,0,0,5,0,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Stadsdeelkantoor Noord,0363::SB601,,994,497,1,6,63,223,41,10,52,59,17,3,1,13,3,0,0,0,1,9,0,0,0,2,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Evean Korthagenhuis,0363::SB602,,1515,1128,3,5,235,389,141,81,97,59,20,13,3,32,7,2,0,0,0,45,1,0,1,2,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Cafe Restaurant De Pont,0363::SB603,,592,545,2,3,91,195,8,12,35,113,49,5,0,24,2,1,0,1,0,6,0,0,1,2,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Fontis Het Schouw,0363::SB604,,1461,944,2,10,183,308,134,46,97,79,24,4,4,25,6,1,0,0,0,30,0,1,1,1,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Basisschool De Berkelier,0363::SB605,,1324,719,1,3,155,263,67,57,59,51,21,11,1,19,2,1,0,0,0,11,0,0,1,0,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Muziekschool Noord,0363::SB606,,1482,880,4,10,99,382,98,22,134,50,18,9,2,33,8,3,0,0,0,18,0,1,1,2,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Mgr. Bekkersschool,0363::SB608,,1411,830,0,6,90,422,84,33,84,47,15,5,1,17,2,2,0,1,2,20,0,0,1,4,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Mgr. Bekkersschool,0363::SB609,,1436,712,1,5,95,384,46,19,72,39,18,6,2,10,2,1,0,0,0,13,0,1,3,1,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Evean De Kimme,0363::SB611,,1548,1095,1,12,225,361,131,83,117,65,19,19,4,22,3,2,0,0,2,37,0,0,2,2,1
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Speeltuinvereniging Nieuwendam,0363::SB612,,1301,853,4,3,117,297,115,21,87,74,60,4,0,45,2,5,2,2,0,21,0,0,1,0,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Speeltuinvereniging Nieuwendam,0363::SB613,,1469,929,3,3,129,297,180,23,119,63,36,3,1,39,6,1,1,0,2,29,0,0,0,0,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Herv.Gem. Nieuwendam,0363::SB614,,1295,956,0,2,121,314,176,30,110,83,43,7,2,25,6,2,0,1,1,33,2,0,0,0,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau OBS Buikslotermeerschool,0363::SB615,,1224,719,0,8,62,334,55,21,99,59,31,10,3,24,1,1,2,1,0,13,0,1,1,1,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Cordaan de Die,0363::SB616,,1492,909,3,5,150,358,127,34,98,50,19,5,0,22,3,1,0,0,0,37,0,0,1,4,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Speeltuin de Noorderling,0363::SB618,,1226,771,0,1,96,236,140,12,97,82,46,6,1,30,3,1,0,0,0,17,2,0,1,1,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Buurtcentrum de Driehoek,0363::SB619,,1360,871,8,4,129,289,187,10,110,63,29,4,2,19,4,2,0,0,0,19,2,0,0,2,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Basisschool de Kinderboom,0363::SB621,,1549,730,13,7,51,316,72,16,119,65,40,2,0,25,3,2,1,0,3,11,1,0,0,2,1
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau House of Worship (kerk),0363::SB622,,1490,719,0,4,40,324,64,13,118,51,43,11,2,33,7,0,0,0,1,6,0,0,5,1,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Speeltuinvereniging Nieuwendammerham,0363::SB623,,1200,566,5,10,49,241,48,7,90,43,41,8,0,21,3,0,0,1,0,9,0,0,1,4,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Buurtcentrum de Meeuw,0363::SB624,,1424,1123,4,3,96,446,148,6,179,87,49,12,4,32,14,6,2,0,1,34,2,0,4,1,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Bredero College,0363::SB626,,1242,696,4,8,51,319,70,18,97,65,36,5,0,22,5,2,0,0,0,6,0,0,0,0,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Kringloopbedrijf De Lokatie,0363::SB628,,1429,734,1,5,57,304,97,9,99,46,48,12,0,36,4,4,0,4,0,8,0,0,4,2,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Oranje Nassauschool,0363::SB630,,1551,847,2,7,52,298,171,11,143,57,35,6,2,27,7,1,1,1,2,28,0,2,2,1,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Speeltuinvereniging Bloemenkwartier,0363::SB631,,1179,675,2,2,58,244,140,8,88,33,37,5,2,25,6,2,0,1,1,24,0,1,0,0,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Miller Sports,0363::SB632,,1548,855,1,6,120,270,186,16,101,59,27,6,4,28,5,0,0,0,3,30,0,0,0,0,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Boven IJ Ziekenhuis,0363::SB633,,1330,1155,5,10,217,448,117,50,113,72,60,14,1,23,4,1,0,0,2,31,0,1,0,1,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Evean Eduard Douwes Dekker,0363::SB635,,1505,906,0,8,121,394,110,36,103,41,22,18,5,27,2,0,0,0,0,24,0,0,2,1,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Evean Kadoeler Breek,0363::SB636,,1343,753,0,7,75,332,113,25,106,30,16,2,0,19,5,2,0,0,1,23,1,0,1,0,2
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Senioren-flat de Wasknijper,0363::SB637,,1032,771,2,0,166,287,62,26,73,95,30,6,0,20,0,0,1,0,0,5,0,0,0,0,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau OBS de Vier Windstreken,0363::SB638,,1268,627,0,9,81,259,104,17,77,19,14,14,1,9,6,0,0,0,0,23,0,1,1,1,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau OBS de Vier Windstreken,0363::SB639,,1509,690,3,4,71,274,114,23,106,20,12,7,2,23,3,0,0,0,0,31,0,0,3,1,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Basisschool de Botteloef,0363::SB641,,1401,886,1,8,61,380,162,30,135,22,16,21,0,25,3,1,0,0,1,29,0,0,0,0,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Cordaan de Werf,0363::SB642,,1443,714,1,2,115,251,121,12,94,35,18,2,0,27,3,1,0,2,0,30,0,0,0,3,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Cordaan de Werf,0363::SB643,,1486,772,1,5,87,259,155,17,100,44,34,8,4,22,3,0,0,0,1,33,0,0,0,5,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau SBO De Zeppelin,0363::SB644,,1325,801,4,3,153,263,149,14,105,44,16,2,2,21,5,3,0,1,2,19,0,1,0,1,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau 't Zonnehuis,0363::SB647,,1480,1145,1,1,127,334,329,15,132,67,46,5,0,37,2,3,0,2,3,37,1,0,0,5,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Bethelkerk,0363::SB648,,1241,846,1,1,140,234,200,41,102,43,25,3,2,21,4,1,1,0,1,19,0,0,5,4,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Evean Twiskehuis,0363::SB649,,1494,885,5,5,106,281,235,28,93,29,14,6,3,35,4,2,1,1,2,41,2,0,0,1,1
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Buurtcentrum de Evenaar,0363::SB650,,1365,634,2,1,93,193,143,11,86,24,15,11,1,20,5,1,0,0,0,30,0,0,0,1,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau OBS Twiske,0363::SB651,,1332,936,1,5,239,251,126,19,95,86,44,5,5,27,3,1,0,1,0,33,0,0,1,0,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau OBS Twiske,0363::SB652,,1258,1010,0,4,221,281,168,29,99,90,36,17,6,24,7,1,0,0,3,24,0,0,1,3,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau OBS De Krijtmolen,0363::SB654,,1411,997,4,8,151,417,107,47,99,66,32,14,4,19,7,1,0,1,2,26,0,0,3,1,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Buurthuis Het Molenhuis,0363::SB655,,1470,795,2,4,171,265,101,20,93,61,16,8,1,25,5,0,0,0,1,21,0,0,3,3,1
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Buurthuis Het Molenhuis,0363::SB656,,1489,825,1,3,178,279,94,21,89,69,17,8,1,19,4,2,0,1,3,32,0,2,2,3,1
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Dorpshuis de Beke,0363::SB657,,849,722,1,1,226,160,46,64,40,105,49,6,2,18,2,0,0,0,1,3,0,0,0,0,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau V&D,0363::SB658,,0,171,1,2,38,52,20,1,25,9,1,2,0,6,3,1,0,0,0,13,0,0,0,0,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Stadsdeelkantoor,0363::SB701,,1512,1001,6,17,63,648,48,10,114,42,25,13,3,16,3,1,0,0,0,8,0,2,3,1,1
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Stadsdeelkantoor,0363::SB702,,1471,938,3,12,80,586,37,16,92,46,30,8,5,11,3,2,0,1,0,9,0,1,0,1,10
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Basisschool Klaverblad,0363::SB703,,1244,411,0,5,48,243,17,4,48,25,12,2,0,5,2,0,0,0,0,3,0,0,0,2,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Verpleeghuis Gaasperdam,0363::SB704,,1249,615,0,4,55,327,52,10,78,23,20,13,2,16,4,1,0,0,0,13,0,0,1,0,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Verpleeghuis Gaasperdam,0363::SB705,,1318,602,1,3,53,298,51,17,70,43,20,4,0,25,4,3,0,0,3,11,0,0,0,0,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Wooncentrum De Venser,0363::SB706,,1372,742,1,5,63,410,41,10,90,53,18,13,0,16,9,2,0,0,0,12,0,0,5,0,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Wooncentrum De Venser,0363::SB707,,1484,605,2,9,60,332,42,14,64,35,18,4,1,12,5,0,0,1,0,13,0,1,2,1,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Wooncentrum De Drecht,0363::SB708,,1319,672,1,2,64,355,79,15,64,26,16,13,2,15,6,0,0,1,0,14,0,1,0,1,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Wooncentrum De Drecht,0363::SB709,,1383,575,4,3,46,318,49,13,76,20,13,8,1,9,5,1,0,0,0,16,0,0,0,0,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Verzorgingshuis Eben Haëzer,0363::SB710,,1039,588,3,4,44,302,48,14,75,25,14,12,3,23,4,3,0,2,0,16,0,0,1,2,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Verzorgingshuis Eben Haëzer,0363::SB711,,1178,567,9,12,39,286,40,17,82,19,20,14,3,21,5,2,0,0,1,16,0,0,0,2,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau School De Rozemarn,0363::SB712,,1562,573,12,5,44,347,27,15,54,31,15,9,3,14,4,2,0,0,0,6,0,0,0,2,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau School De Rozemarn,0363::SB713,,1557,532,0,2,26,349,18,4,48,34,15,13,2,9,3,0,0,1,0,6,0,0,4,0,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau School De Ster,0363::SB714,,1233,432,2,1,45,224,37,1,64,14,11,4,6,5,6,0,0,0,0,15,0,0,0,0,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau School De Ster,0363::SB715,,1216,634,3,3,66,324,57,7,90,27,16,9,3,14,1,1,0,0,1,14,0,0,3,1,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau School De Tamboerijn,0363::SB716,,1504,940,4,11,80,448,88,23,135,56,26,6,1,27,4,3,1,0,0,36,0,1,3,2,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau School De Tamboerijn,0363::SB717,,1518,1032,4,9,103,493,102,19,137,53,32,17,3,30,4,2,0,0,2,29,2,0,3,1,0
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Jongerencentrum No Limit,0363::SB718,,1508,714,4,13,36,469,31,13,95,27,14,5,2,11,3,1,0,0,0,5,0,0,0,1,1
Amsterdam,Amsterdam,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau School De Brink,0363::SB719,,1233,1117,1,1,170,506,96,36,111,65,32,20,1,34,9,3,0,2,1,27,0,0,1,3,0
