contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),Democraten 66 (D66),CDA,Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),Staatkundig Gereformeerde Partij (SGP),ChristenUnie,GROENLINKS,Partij voor de Dieren,50PLUS,DENK,NIDA,Code Oranje,Forum voor Democratie
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Hogeschool InHolland Rotterdam,0599::SB426,3072 AG,1618,526,3,2,0,0,0,464,67,0,0,0,0,0,531,63,26,73,14,46,24,0,8,65,20,8,83,21,5,70
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Verzamelgebouw 't Klooster (Voorheen LCC 't Klooster),0599::SB428,3072 EA,1496,555,2,12,0,24,0,479,114,0,0,24,0,0,593,13,37,17,6,39,29,1,9,28,9,7,293,30,0,37
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Foyer Café Walhalla,0599::SB431,3072 AN,1253,502,1,2,0,0,0,458,47,0,0,0,0,0,505,49,18,97,22,61,15,1,15,110,32,16,23,3,1,39
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Laurens Dorpsveld,0599::SB433,3083 XA,2070,594,2,3,0,0,1,547,51,0,0,0,0,0,599,27,65,29,27,64,53,6,24,60,54,37,36,6,4,102
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau De Ooievaar,0599::SB434,3078 EE,1497,504,4,9,0,0,0,462,55,0,0,0,0,0,517,31,63,15,21,70,41,9,23,34,16,48,51,8,1,73
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau De Rotterdam,0599::SB435,3072 AP,1229,813,3,0,0,0,2,757,58,1,0,1,0,0,817,228,14,140,43,42,20,2,16,134,42,12,10,7,2,101
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Erasmus Medisch Centrum,0599::SB441,3015 GD,1975,1085,2,3,0,4,3,999,92,0,0,4,0,0,1094,153,27,236,41,105,31,11,40,248,58,12,43,7,3,70
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Hoogheemraadschap van Schieland en de Krimpenerwaard,0599::SB442,3063 GK,2165,715,3,1,0,0,0,648,71,0,0,0,0,0,719,161,19,96,39,69,30,7,25,81,40,25,9,2,5,107
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Oogziekenhuis,0599::SB443,3011 BH,2042,969,6,7,0,2,0,912,72,0,0,2,0,0,984,160,39,203,22,87,35,5,12,167,66,24,27,13,2,107
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau St. Michaelschool,0599::SB444,3055 SJ,983,794,1,2,0,0,0,697,101,0,0,0,0,0,798,339,19,121,64,32,8,1,17,61,23,10,2,4,2,91
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Visio Onderwijs Rotterdam,0599::SB445,3079 PM,889,177,0,0,0,1,1,161,16,0,0,1,0,0,178,10,25,10,8,22,7,3,3,22,7,11,7,3,1,38
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Gemeentelocatie Hoogvliet,0599::SB446,3191 VD,439,367,1,5,0,0,0,338,35,0,0,0,0,0,373,24,40,18,24,30,28,6,12,26,16,24,18,0,1,100
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau The Student Hotel,0599::SB447,3063 ER,1540,720,1,2,0,4,1,671,56,0,0,5,0,1,728,184,15,134,36,49,14,4,10,110,33,23,26,8,0,74
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Adamshof,0599::SB448,3061 ZA,2400,910,6,6,0,0,0,856,66,0,0,0,0,0,922,228,37,147,37,71,28,1,16,125,48,16,47,17,4,88
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Gymnastieklokaal Bramenpad,0599::SB449,3181 PX,1222,611,1,0,0,0,0,555,57,0,0,0,0,0,612,90,56,28,33,44,39,8,17,28,22,61,3,1,2,179
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Zwemcentrum Rotterdam,0599::SB450,3083 NZ,1620,516,2,2,0,1,0,487,32,0,1,0,0,0,519,62,37,48,16,49,33,3,21,68,34,23,30,5,0,87
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Huis van de Wijk het Lage Land,0599::SB451,3067 AN,2170,679,2,2,0,0,1,627,55,0,0,0,0,0,683,73,61,53,47,92,31,1,27,73,39,51,12,3,3,113
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Gymzaal Tooroplaan,0599::SB452,3055 VG,1049,661,1,2,0,0,0,587,77,0,0,0,0,0,664,261,11,148,51,26,3,0,16,44,14,11,0,0,3,73
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Havenlicht,0599::SB453,3195 RP,1924,914,4,3,0,2,0,839,84,0,0,2,0,0,923,83,104,28,104,66,49,12,49,40,34,77,3,0,1,264
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Wijkkantoor Wolphaertsbocht,0599::SB454,3081 KV,1342,386,6,16,0,4,0,357,55,0,0,4,0,0,412,11,28,20,4,37,16,2,9,36,15,9,132,26,1,40
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau R.K. Bernadette-Parochie,0599::SB455,3052 SL,1414,613,8,3,0,1,1,568,56,0,0,1,0,0,625,40,55,56,48,50,44,5,24,67,44,31,45,7,5,92
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Melanchthon MAVO Schiebroek,0599::SB456,3052 HA,1102,719,0,2,0,0,0,663,58,0,0,0,0,0,721,119,17,121,45,53,25,6,47,135,54,17,2,2,0,76
Rotterdam,Rotterdam,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Basisschool De Wereld,0599::SB457,3039 DH,1580,1188,2,3,0,1,0,1101,93,0,0,1,0,0,1194,191,35,209,34,93,54,3,29,263,101,33,6,3,3,131
